Mes,Pais,Pais_join,fob_total,kg_total,CIIU,fob_ciiu
1,Alemania,GERMANY,52243902.1,41683699.02,Trilla de café,32735428.229999997
1,Angola,ANGOLA,81840,39283.2,Elaboración de productos de panadería,81840
1,Antigua Y Barbuda,ANTIGUA Y BARBUDA,21830.519999999997,5097.5,Fabricación de otros artículos de papel y cartón,20494.85
1,Arabia Saudita,SAUDI ARABIA,35289161.54,14346058.88,Cría de ganado bovino y bufalino,27777452.44
1,Argelia,ALGERIA,3375634.91,602162.4199999999,Procesamiento y conservación de carne y productos cárnicos,2792070.5300000003
1,Argentina,ARGENTINA,14143768.9,6170814.98,Fabricación de productos de la refinación del petróleo,2174156
1,Armenia,ARMENIA,11314.77,1348,Cultivo de flor de corte,11314.77
1,Australia,AUSTRALIA,11382713.24,1692658.64,Trilla de café,9696968.82
1,Austria,AUSTRIA,320034.14999999997,56741.93,Fabricación de productos metálicos para uso estructural,169137.27
1,Azerbaiján,AZERBAIJAN,80486.52,7082.4,"Fabricación de otras bombas, compresores, grifos y válvulas",59701.8
1,Bahamas,BAHAMAS,365848.06,73074.04,Fabricación de equipo de elevación y manipulación,230833
1,Bahrein,BAHREIN,48771.46,4393,Cultivo de flor de corte,43554.06
1,Barbados,BARBADOS,876791.06,703630.64,"Fabricación de pilas, baterías y acumuladores eléctricos",114939.68000000001
1,Belarus,BELARUS,143792.01,11007.25,Cultivo de flor de corte,143732.01
1,Belice,BELIZE,64926.38,27711.41,Otros derivados del café,12484.94
1,Bolivia,BOLIVIA,6894870.04,2893994.1,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",1309456.3
1,Bosnia Y Herzegovina,BOSNIA AND HERZEGOVINA,9033,706,Cultivo de flor de corte,9033
1,Brasil,BRAZIL,149974699.38,432285002.98,Fabricación de productos de hornos de coque,55882645.5
1,Bulgaria,BULGARIA,642290.38,40636.3,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico),466222.75
1,Bélgica,BELGIUM,69451536.13,44190546.089999996,Trilla de café,47033816.64
1,Cabo Verde,CABO VERDE,48420,23508,"Elaboración de cacao, chocolate y productos de confitería",48420
1,Camboya,CAMBODIA,108656.94,14933,Trilla de café,108656.94
1,Camerún,CAMEROON,9921.6,1494,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",9921.6
1,Canadá,CANADA,81691589.26,124057400.48,Trilla de café,53432357.769999996
1,Chile,CHILE,62636624.03,255088917.87,Extracción de hulla (carbón de piedra),22172173.2
1,China,CHINA,45938531.61,18211180.5,Industrias básicas de hierro y de acero,12686445.93
1,Colombia,COLOMBIA,472708.69,16031.57,"Descafeinado, tostión y molienda del café",121961.40000000001
1,Corea del Sur,SOUTH KOREA,41134261.73,190247856.05,Extracción de hulla (carbón de piedra),14532798.48
1,Costa De Marfil,COTE D'IVOIRE,471085.18,214401.49,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",276084
1,Costa Rica,COSTA RICA,26044528.06,10011655.879999999,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,2824916.0799999996
1,Croacia,CROATIA,169682.30000000002,363711,Cultivo de plátano y banano,147571.2
1,Cuba,CUBA,7165433.47,6315514.47,Elaboración y refinación de azúcar,2331981.5
1,Dinamarca,DENMARK,877253.51,499826.8,Trilla de café,465382.64999999997
1,Dominica,DOMINICA,70991.61,43324.5,"Elaboración de cacao, chocolate y productos de confitería",24530.21
1,Ecuador,ECUADOR,173637660.6,46345116.76,Generación de energía eléctrica,66832030
1,Egipto,EGYPT,3015821.96,1260133.6,Cría de ganado bovino y bufalino,2269451.03
1,El Salvador,EL SALVADOR,15145054.56,5777800.03,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",2426934.92
1,Emiratos Árabes Unidos,UNITED ARAB EMIRATES,64814058.16,1272742.68,Industrias básicas de metales preciosos,52152219.949999996
1,Eslovaquia,SLOVAKIA,92976.16,67832,"Procesamiento y conservación de pescados, crustáceos y moluscos",54830.06
1,Eslovenia,SLOVENIA,1898353.49,1991873.0299999998,Cultivo de plátano y banano,953798.4
1,España,SPAIN,45173965.32,27846232.869999997,Fabricación de productos de la refinación del petróleo,13815563.81
1,Estados Unidos,UNITED STATES,843569685.5600002,348117237.23,Trilla de café,173522490.9
1,Estonia,ESTONIA,1147877.84,162658,Trilla de café,939420.6500000001
1,Etiopía,ETHIOPIA,8403.48,255.38,Actividades de impresión,7674.48
1,Filipinas,PHILIPPINES,232101.72,51148.68,Fabricación de productos metálicos para uso estructural,113757.72
1,Finlandia,FINLAND,7526830.6,9803826.28,Trilla de café,5351672.82
1,Francia,FRANCE,21386099.36,23259878.45,Trilla de café,7437256.180000001
1,Gabón,GABON,329334.6,130052.23,Elaboración de productos de panadería,329334.6
1,Georgia,GEORGIA,46476.71,51776.4,Elaboración de panela,38330.83
1,Ghana,GHANA,248425.3,107086.85,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",168900
1,Granada,GRENADA,68737.5,63862.89,Elaboración de productos de panadería,31885.86
1,Grecia,GREECE,2304167.75,447765.84,Trilla de café,2161813.52
1,Guatemala,GUATEMALA,39109820.29,143087448.8,Extracción de hulla (carbón de piedra),14631377.19
1,Guinea,GUINEA,154033.03,92668.15000000001,"Elaboración de cacao, chocolate y productos de confitería",154033.03
1,Guyana,GUYANA,1336389.92,1269736.17,Fabricación de sustancias y productos químicos básicos,237436.37
1,Haití,HAITI,1661014.84,2092145.31,Elaboración de panela,674660
1,Honduras,HONDURAS,8347915,2942587.14,Fabricación de aparatos de uso doméstico,745600.13
1,Hungría,HUNGARY,175847.1,589727.59,Cultivo de flor de corte,162866.95
1,India,INDIA,48899170.339999996,28016302.76,Industrias básicas de metales preciosos,29359212.86
1,Indonesia,INDONESIA,687387.08,123392.6,Trilla de café,557022.26
1,Irak,IRAQ,4087.2400000000002,85,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,2145.84
1,Irlanda,IRELAND,1513605.99,3359191.22,Fabricación de productos de hornos de coque,682082.15
1,Islandia,ICELAND,131868.96,20005,Trilla de café,131868.96
1,Israel,ISRAEL,25262470.93,224678324.1,Extracción de hulla (carbón de piedra),22032596.75
1,Italia,ITALY,30053739.12,32307429.76,Cultivo de plátano y banano,14787137.05
1,Jamaica,JAMAICA,25986191.67,48328518.38,Extracción de petróleo crudo,23053124
1,Japón,JAPAN,39144802.16,91417032.61,Trilla de café,19678097.82
1,Jordania,JORDANIA,799550.89,92474,Trilla de café,526970.89
1,Kazajstán,KAZAKHSTAN,1230349.42,199639.66,Cultivo de flor de corte,1204738.01
1,Kenia,KENYA,43183.159999999996,3834,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",29822.76
1,Kirguizistán,KYRGYZSTAN,46278.4,7319,Cultivo de flor de corte,29443.4
1,Kuwait,KUWAIT,642059.8,64299.83,Trilla de café,218769.6
1,Letonia,LATVIA,716954.98,445561.15,Elaboración de panela,288269.45
1,Libia,LIBIA,3093.42,196.64,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,3093.42
1,Lituania,LITHUANIA,36675,45000,Elaboración de panela,36675
1,Líbano,LEBANON,1157350.71,178226.53999999998,Procesamiento y conservación de carne y productos cárnicos,732773.78
1,Macedonia,MACEDONIA,104036.97,75500,Elaboración de panela,56775
1,Malaysia,MALAYSIA,25329058.8,23976465.25,Trilla de café,8150279.13
1,Marruecos,MOROCCO,6289100.789999999,54481909,Extracción de hulla (carbón de piedra),5598734.619999999
1,Mauricio,MAURITIUS,9090.77,54.38,"Confección de prendas de vestir, excepto prendas de piel",7824.69
1,Moldavia,MOLDOVA,59411.27,7873,Cultivo de flor de corte,59411.27
1,México,MEXICO,68144547.67999999,27201368.3,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",11660364.87
1,Nicaragua,NICARAGUA,3301770.6,826262.14,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,370158.56000000006
1,Nigeria,NIGERIA,1062813.6300000001,855397.65,Procesamiento y conservación de carne y productos cárnicos,981083.3
1,Noruega,NORWAY,5986149.81,15814295.74,Fabricación de productos de hornos de coque,4535726.149999999
1,Nueva Zelanda,NEW ZEALAND,2075329.47,257636.07,Trilla de café,1347787.3199999998
1,Omán,OMAN,464208.72,61395.95,Trilla de café,223896.72999999998
1,Pakistán,PAKISTAN,71765.19,62680.2,Elaboración de otros productos alimenticios n.c.p.,40227.19
1,Panamá,PANAMA,98174893.32,162797168.2,Extracción de petróleo crudo,74033290.8
1,Paraguay,PARAGUAY,2014268.25,663758.67,Fabricación de sustancias y productos químicos básicos,386010
1,Países Bajos,NETHERLANDS,92549859.08999999,419526684.08,Extracción de hulla (carbón de piedra),39734607.419999994
1,Perú,PERU,109452923.03999999,99776582.78,Extracción de petróleo crudo,22882479.7
1,Polonia,POLAND,15836545.86,130833935.52,Extracción de hulla (carbón de piedra),12099031.95
1,Portugal,PORTUGAL,4706373.88,5632052.51,Cultivo de plátano y banano,2963543.8
1,Qatar,QATAR,81542.87,11815.78,Cultivo de flor de corte,44955.49
1,Reino Unido,UNITED KINGDOM,45548104.660000004,114103477.03,Cultivo de plátano y banano,11631745.71
1,Rep democrática Del Congo,DEMOCRATIC REPUBLIC OF THE CONGO,30033.89,26550,Procesamiento y conservación de carne y productos cárnicos,30033.89
1,República Checa,CZECH REPUBLIC,370306.22000000003,56511.15,Cultivo de flor de corte,291247.16000000003
1,República Del Congo,CONGO,296499.17000000004,143397.51,"Elaboración de cacao, chocolate y productos de confitería",217988.6
1,República Dominicana,DOMINICAN REPUBLIC,38195492.29,160266883.4,Extracción de hulla (carbón de piedra),13012888.32
1,Rumania,ROMANIA,235356.66999999998,40788.4,Cultivo de flor de corte,231018.02
1,Rusia,RUSSIA,6652661.399999999,1573690.08,Procesamiento y conservación de carne y productos cárnicos,5165847.21
1,San Cristóbal Y Nieves,SAINT KITTS AND NEVIS,46099.17,32699.56,Elaboración y refinación de azúcar,15301.1
1,San Vicente Y Las Granadinas,SAINT VINCENT AND THE GRENADINES,4456.429999999999,25907,Fabricación de materiales de arcilla para la construcción,4456.429999999999
1,Santa Lucía,SAINT LUCIA,119771.3,89740.09999999999,Fabricación de muebles,51939.14
1,Singapur,SINGAPORE,307516.18,93593.29000000001,Fabricación de formas básicas de plástico,102903.22
1,Somalia,SOMALIA,800,49,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",800
1,Sri Lanka,SRI LANKA,38165.65,20271.84,Fabricación de otros artículos textiles n.c.p.,22165.65
1,Sudáfrica,SOUTH AFRICA,9637309.020000001,33244161.16,Fabricación de productos de hornos de coque,8178978.430000001
1,Suecia,SWEDEN,13904903.38,17451561.12,Trilla de café,8399177.16
1,Suiza,SWITZERLAND,21325104.07,2230655.4699999997,Industrias básicas de metales preciosos,18753259.37
1,Surinam,SURINAME,742705.34,470413.65,Fabricación de plásticos en formas primarias,230787
1,Tailandia,THAILAND,4903532.17,935648.91,Fundición de metales no ferrosos,3571871.41
1,Taiwán,TAIWAN,31719405.95,269262210.75,Extracción de hulla (carbón de piedra),27591929.12
1,Territorio Autónomo De Palestina,PALESTINE,42172,18685.44,"Elaboración de cacao, chocolate y productos de confitería",42172
1,Togo,TOGO,780841.4,370813,Procesamiento y conservación de carne y productos cárnicos,780841.4
1,Trinidad Y Tobago,TRINIDAD AND TOBAGO,5033118.01,2631997.06,"Fabricación de motores, generadores y transformadores eléctricos",1460751
1,Turquía,TURKEY,7179644.55,7363324.46,Trilla de café,1904761.28
1,Ucrania,UKRAINE,7019989.14,25228353,Fabricación de productos de hornos de coque,6855179.92
1,Uruguay,URUGUAY,2662961.19,1342772.59,Fabricación de artículos de plástico n.c.p.,373148.21
1,Uzbekistán,UZBEKISTAN,94682.90000000001,18771,Cultivo de flor de corte,91497.90000000001
1,Venezuela,VENEZUELA,61356868.97,31455421.01,"Fabricación de otras bombas, compresores, grifos y válvulas",6374578.08
1,Vietnam,VIETNAM,3207676.26,1827222.33,Trilla de café,1978392.2
1,Yemen,YEMEN,32800,20896,"Elaboración de cacao, chocolate y productos de confitería",32800
1,Zimbabwe,ZIMBABWE,984,14,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",984
2,Albania,ALBANIA,1186311,5815250,Fabricación de productos de hornos de coque,1186311
2,Alemania,GERMANY,78745794.22,251824049.97,Trilla de café,33784577.45
2,Andorra,ANDORRA,482,75,Cultivo de flor de corte,482
2,Angola,ANGOLA,100288.26,37698.8,"Elaboración de cacao, chocolate y productos de confitería",67941.25
2,Antigua Y Barbuda,ANTIGUA Y BARBUDA,88264.63,35666.01,"Fabricación de pilas, baterías y acumuladores eléctricos",60812.799999999996
2,Arabia Saudita,SAUDI ARABIA,5376671.58,778873.01,Trilla de café,4050556.36
2,Argelia,ALGERIA,7984727.26,1836242.47,Procesamiento y conservación de carne y productos cárnicos,7735895.26
2,Argentina,ARGENTINA,19643437.28,4012839.96,Fabricación de vehículos automotores y sus motores,9397174
2,Armenia,ARMENIA,35684.82,2449.73,Cultivo de flor de corte,20957.32
2,Australia,AUSTRALIA,33831254.12,1673932.27,Industrias básicas de metales preciosos,21708333.66
2,Austria,AUSTRIA,119266.34,18362.81,Cultivo de flor de corte,96668.45999999999
2,Azerbaiján,AZERBAIJAN,17042.16,3061,Cultivo de flor de corte,17042.16
2,Bahamas,BAHAMAS,1185173.51,159186.27,"Fabricación de motores, generadores y transformadores eléctricos",431574.91
2,Bahrein,BAHREIN,34175.25,4628.24,Cultivo de flor de corte,28901.75
2,Barbados,BARBADOS,2050138.2,748129.15,Fabricación de equipo de elevación y manipulación,997596.54
2,Belarus,BELARUS,212233.46000000002,24567.5,Cultivo de flor de corte,212233.46000000002
2,Belice,BELIZE,74787.04,769.57,"Fabricación de otras bombas, compresores, grifos y válvulas",35853
2,Bolivia,BOLIVIA,8027450.97,2639401.98,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",1751791.19
2,Bosnia Y Herzegovina,BOSNIA AND HERZEGOVINA,10772,884,Cultivo de flor de corte,10772
2,Brasil,BRAZIL,152284893.2,527428793.83,Fabricación de productos de hornos de coque,49888263.01
2,Bulgaria,BULGARIA,43310.17,17953.62,"Elaboración de cacao, chocolate y productos de confitería",32098.92
2,Bélgica,BELGIUM,44433606.01,48880842.97,Trilla de café,25038079.36
2,Cabo Verde,CABO VERDE,66000,100000,Elaboración de panela,66000
2,Camerún,CAMEROON,77159.23,20819,Fabricación de otros productos elaborados de metal n.c.p.,67470
2,Canadá,CANADA,108642030.39,189155452.71,Trilla de café,38464100.17
2,Chile,CHILE,66762501.27,257453976.25,Extracción de hulla (carbón de piedra),24232928.08
2,China,CHINA,59909357.44,17507696.53,Trilla de café,17730145.400000002
2,Chipre,CYPRUS,2869.8,156,Cultivo de flor de corte,2869.8
2,Colombia,COLOMBIA,1123813.15,28232.98,"Elaboración de cacao, chocolate y productos de confitería",231683.19
2,Corea del Sur,SOUTH KOREA,40903587.63,172538205.33,Trilla de café,15772205.68
2,Costa De Marfil,COTE D'IVOIRE,483207.03,218904.22,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",339696
2,Costa Rica,COSTA RICA,26540474.52,9992233.79,"Elaboración de cacao, chocolate y productos de confitería",4144023.930000001
2,Croacia,CROATIA,267874.3,579114,Cultivo de plátano y banano,249026.4
2,Cuba,CUBA,8929433.04,7061039.45,Elaboración y refinación de azúcar,2529692.75
2,Dinamarca,DENMARK,1209268.01,271319.6,Trilla de café,999925.9099999999
2,Djibouti,DJIBOUTI,633.49,50,"Descafeinado, tostión y molienda del café",633.49
2,Dominica,DOMINICA,64921.020000000004,104609,Elaboración y refinación de azúcar,27642.15
2,Ecuador,ECUADOR,162515719.07,51784508.71,Generación de energía eléctrica,43475173
2,Egipto,EGYPT,196166.86,53889.899999999994,"Fabricación de otras bombas, compresores, grifos y válvulas",123684.54
2,El Salvador,EL SALVADOR,11903668.77,3712597.1,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",2212538.56
2,Emiratos Árabes Unidos,UNITED ARAB EMIRATES,82784378.46,625470.13,Industrias básicas de metales preciosos,75451285.46
2,Eslovaquia,SLOVAKIA,72082.58,47101.84,"Procesamiento y conservación de pescados, crustáceos y moluscos",30034.24
2,Eslovenia,SLOVENIA,283271.96,509622,Cultivo de plátano y banano,260696.7
2,España,SPAIN,46326633.91,85532395.55,Fabricación de productos de hornos de coque,10678580.29
2,Estados Unidos,UNITED STATES,807055891.53,267272665.57,Cultivo de flor de corte,182623556.34
2,Estonia,ESTONIA,774777.54,93452.6,Trilla de café,340197.31
2,Etiopía,ETHIOPIA,11979,25036,Fabricación de otros productos químicos n.c.p.,11250
2,Filipinas,PHILIPPINES,332033.33,198624.05,Fabricación de vidrio y productos de vidrio,107477.09
2,Finlandia,FINLAND,1586837.26,214790,Trilla de café,1361981.24
2,Francia,FRANCE,18572255.01,29206997.93,Trilla de café,7133230.38
2,Gabón,GABON,269553.04,124218.20999999999,Procesamiento y conservación de carne y productos cárnicos,155913.18
2,Georgia,GEORGIA,7043,805,Cultivo de flor de corte,7043
2,Ghana,GHANA,444678.61,182526.55,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",282240
2,Granada,GRENADA,21945.34,3742.41,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",7993.52
2,Grecia,GREECE,1426261.26,336711.6,Trilla de café,1277314.11
2,Guatemala,GUATEMALA,29473030.17,83848354.97,Extracción de hulla (carbón de piedra),7031034.47
2,Guyana,GUYANA,2731524.03,2029273.74,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",696993.88
2,Haití,HAITI,2078688.44,2775500.1,Elaboración de panela,1288437.5
2,Honduras,HONDURAS,8765128.53,3290877.47,Elaboración de otros productos alimenticios n.c.p.,873260.6699999999
2,Hungría,HUNGARY,262328.29,46507.21,Cultivo de flor de corte,218149.53
2,India,INDIA,19910169.02,6981799.43,Extracción de oro y otros metales preciosos,8644582.14
2,Indonesia,INDONESIA,442103.03,156342.96,Fabricación de plásticos en formas primarias,154774.51
2,Irak,IRAQ,11356305.93,5540916,Cría de ganado bovino y bufalino,11252228.030000001
2,Irlanda,IRELAND,947354.46,599706.18,Trilla de café,433379.86
2,Israel,ISRAEL,21091456.62,173151581.27,Extracción de hulla (carbón de piedra),17215497.42
2,Italia,ITALY,31686202.720000003,19713157.75,Trilla de café,9267584.05
2,Jamaica,JAMAICA,25168745.21,48239564.58,Extracción de petróleo crudo,22349358.28
2,Japón,JAPAN,58008877.04,196430596.26,Extracción de hulla (carbón de piedra),25502600.92
2,Jordania,JORDANIA,3032745.85,1241227.65,Cría de ganado bovino y bufalino,2337936.2
2,Kazajstán,KAZAKHSTAN,1757479.909999999,283897.75,Cultivo de flor de corte,1745001.9299999988
2,Kenia,KENYA,109690.34,30068,Industrias básicas de hierro y de acero,50799.54
2,Kirguizistán,KYRGYZSTAN,60328,9078,Cultivo de flor de corte,44638
2,Kuwait,KUWAIT,1392183.94,107249.44,"Fabricación de equipo de medición, prueba, navegación y control",538729.85
2,Letonia,LATVIA,374253.25,50807,Trilla de café,299103.28
2,Liberia,LIBERIA,225207.35,204089.6,"Elaboración de cacao, chocolate y productos de confitería",121046.8
2,Libia,LIBIA,38470,10018.5,Fabricación de otros productos químicos n.c.p.,35000
2,Luxemburgo,LUXEMBOURG,1332.4,21.09,"Confección de prendas de vestir, excepto prendas de piel",960
2,Líbano,LEBANON,595069.29,114090.13,Procesamiento y conservación de carne y productos cárnicos,293291.46
2,Macedonia,MACEDONIA,36794.73,49925,Elaboración de panela,36794.73
2,Malaysia,MALAYSIA,11326333.82,2487088.7,Trilla de café,5679809.92
2,Malí,MALI,153534.88,89262.59,"Elaboración de cacao, chocolate y productos de confitería",153534.88
2,Marruecos,MOROCCO,5563824.29,53574506.68,Extracción de hulla (carbón de piedra),5102126.64
2,Moldavia,MOLDOVA,51329.62,7159.8,Cultivo de flor de corte,51329.62
2,Mozambique,MOZAMBIQUE,59912,74000,Elaboración de almidones y productos derivados del almidón,59912
2,México,MEXICO,97326239.61,23684788.91,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",13561119.34
2,Nicaragua,NICARAGUA,6163109.88,2149867.53,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",1011032.6499999999
2,Nigeria,NIGERIA,150084.06,182291.11,Procesamiento y conservación de carne y productos cárnicos,103842.73
2,Noruega,NORWAY,10801479.19,11605726.45,Trilla de café,7465654.6
2,Nueva Zelanda,NEW ZEALAND,1756354.77,174417.25,Trilla de café,938185.28
2,Omán,OMAN,23056.7,2079.6,Trilla de café,6762.24
2,Pakistán,PAKISTAN,51975.11,21340,Elaboración de otros productos alimenticios n.c.p.,51975.11
2,Panamá,PANAMA,94887980.17999999,156059619.11,Extracción de petróleo crudo,70730711.22
2,Paraguay,PARAGUAY,1833207.88,441528.82,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,517653.99
2,Países Bajos,NETHERLANDS,124493369.49,871808629.88,Extracción de hulla (carbón de piedra),73607379.57
2,Perú,PERU,87603027.15,38210025.61,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",16989406.6
2,Polonia,POLAND,12209793.34,76662819.75,Extracción de hulla (carbón de piedra),7853787.21
2,Portugal,PORTUGAL,4855740.9399999995,5082721.5600000005,Cultivo de plátano y banano,2139127.18
2,Qatar,QATAR,305829.65,39890.05,Trilla de café,156340.1
2,Reino Unido,UNITED KINGDOM,44077262.61,106395025.58,Cultivo de plátano y banano,9977360.93
2,Rep democrática Del Congo,DEMOCRATIC REPUBLIC OF THE CONGO,207475.98,124799.4,"Elaboración de cacao, chocolate y productos de confitería",132314.65
2,República Checa,CZECH REPUBLIC,620088.1,89296.89,Cultivo de flor de corte,520725.47
2,República Del Congo,CONGO,424992.41000000003,214376.8,"Elaboración de cacao, chocolate y productos de confitería",418811.2
2,República Dominicana,DOMINICAN REPUBLIC,44637539.37,188101985.15,Extracción de hulla (carbón de piedra),16601998.77
2,Rumania,ROMANIA,990236.93,150610.4,Trilla de café,550512.66
2,Rusia,RUSSIA,7227240.28,1607352.69,Procesamiento y conservación de carne y productos cárnicos,5234405.4399999995
2,San Cristóbal Y Nieves,SAINT KITTS AND NEVIS,67743.35,42418.43,Elaboración de productos de panadería,36122.4
2,San Vicente Y Las Granadinas,SAINT VINCENT AND THE GRENADINES,301242.8,191587.83,Fabricación de muebles,105782
2,Santa Lucía,SAINT LUCIA,296105.63,122467.19,"Fabricación de motores, generadores y transformadores eléctricos",99291.62000000001
2,Senegal,SENEGAL,58461.6,22849.44,"Elaboración de cacao, chocolate y productos de confitería",37271.6
2,Sierra Leona,SIERRA LEONE,35824.25,21937.92,"Elaboración de cacao, chocolate y productos de confitería",35824.25
2,Singapur,SINGAPORE,43253514.440000005,1066532,Extracción de oro y otros metales preciosos,42810516.49
2,Somalia,SOMALIA,4000,190,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",4000
2,Sri Lanka,SRI LANKA,8691.28,136.67,Fabricación de otros artículos textiles n.c.p.,8691.28
2,Sudáfrica,SOUTH AFRICA,411863.1,77950.15,Trilla de café,169124.41
2,Suecia,SWEDEN,4760977.88,1616616.49,Trilla de café,4091889.17
2,Suiza,SWITZERLAND,50389861.9,2530430.4200000004,Industrias básicas de metales preciosos,47914373.71
2,Surinam,SURINAME,770365.7999999999,294236.77,Elaboración de productos de panadería,144630.96
2,Tailandia,THAILAND,9833216.99,1298020.47,"Fabricación de joyas, bisutería y artículos conexos",5057920.5
2,Taiwán,TAIWAN,23077203.29,168350084.93,Extracción de hulla (carbón de piedra),16470046.89
2,Tanzania Rep Unida De,TANZANIA REP UNIDA DE,1924,32,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",1924
2,Togo,TOGO,57725.4,82375,Procesamiento y conservación de carne y productos cárnicos,57725.4
2,Trinidad Y Tobago,TRINIDAD AND TOBAGO,3869438.72,2999592.76,"Fabricación de motores, generadores y transformadores eléctricos",1043100
2,Turquía,TURKEY,84326609.22,842509559.95,Extracción de hulla (carbón de piedra),76334162.37
2,Ucrania,UKRAINE,165655.61000000002,31126,Cultivo de flor de corte,165655.61000000002
2,Uruguay,URUGUAY,1579318.45,391257.7,Fabricación de artículos de plástico n.c.p.,499452.49
2,Uzbekistán,UZBEKISTAN,116972.71,21780,Cultivo de flor de corte,102214.96
2,Venezuela,VENEZUELA,77537978.93,48008976.9,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",8158233.98
2,Vietnam,VIETNAM,3835762.15,1154448.12,Trilla de café,2462753.19
3,Alemania,GERMANY,75689177.42999999,39329627.06,Trilla de café,48452719.769999996
3,Anguilla,ANGUILLA,1185.97,1289.1,Fabricación de productos de la refinación del petróleo,1185.97
3,Antigua Y Barbuda,ANTIGUA Y BARBUDA,31270,53000,Elaboración y refinación de azúcar,31270
3,Arabia Saudita,SAUDI ARABIA,5747273.93,681745.9400000001,Trilla de café,3507623.25
3,Argelia,ALGERIA,4422461.73,795587.56,Procesamiento y conservación de carne y productos cárnicos,4228928.72
3,Argentina,ARGENTINA,28098215.6,9056957.94,Fabricación de vehículos automotores y sus motores,7722223
3,Armenia,ARMENIA,129310.22,18741,Fabricación de artículos de plástico n.c.p.,115541.51
3,Australia,AUSTRALIA,31955140.200000003,1285548.53,Industrias básicas de metales preciosos,22094880.28
3,Austria,AUSTRIA,299194.63,41655.54,Cultivo de flor de corte,114110.12000000001
3,Azerbaiján,AZERBAIJAN,38687.72,6678.6,Cultivo de flor de corte,38687.72
3,Bahamas,BAHAMAS,127173.54000000001,115650.58,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",49693.85000000001
3,Bahrein,BAHREIN,193107.52,6283,"Fabricación de equipo de medición, prueba, navegación y control",126515.08
3,Barbados,BARBADOS,1245811.1400000001,973253.83,Fabricación de equipo de elevación y manipulación,253365.5
3,Belarus,BELARUS,235809.66999999998,13738.55,Cultivo de flor de corte,235809.66999999998
3,Belice,BELIZE,59305.86,10394.74,Fabricación de aparatos de uso doméstico,39994.26
3,Bolivia,BOLIVIA,9332932.82,4069214.48,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",1400035.09
3,Bosnia Y Herzegovina,BOSNIA AND HERZEGOVINA,48397.91,2419.5,Cultivo de flor de corte,48397.91
3,Brasil,BRAZIL,129935354.02,343676540.17,Fabricación de plásticos en formas primarias,47214687.76
3,Bulgaria,BULGARIA,51565.61,27887.98,"Confección de prendas de vestir, excepto prendas de piel",22225.92
3,Burundi,BURUNDI,43681,2293,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",43681
3,Bélgica,BELGIUM,71075447.17,57608121.949999996,Trilla de café,45145120.89
3,Camerún,CAMEROON,4604217.849999999,10248345.01,Elaboración y refinación de azúcar,4511204.689999999
3,Canadá,CANADA,94812732.14,75533575.93,Industrias básicas de metales preciosos,34509841.57
3,Chile,CHILE,80829640.32000001,348358341.48,Extracción de hulla (carbón de piedra),31150705.22
3,China,CHINA,72561372.4,17205565.52,Industrias básicas de hierro y de acero,25070732.21
3,Chipre,CYPRUS,146330,180099,Fabricación de productos de la refinación del petróleo,143744
3,Colombia,COLOMBIA,1177184.61,29116.86,"Confección de prendas de vestir, excepto prendas de piel",217713.76
3,Corea del Sur,SOUTH KOREA,31273629.88,4813507.5,Trilla de café,18711105.42
