Mes,Pais,Pais_join,fob_total,kg_total,CIIU,fob_ciiu
5,Estados Unidos,UNITED STATES,893081974.2699999,357403998.84,Cultivo de flor de corte,188373832.77999988
5,Estonia,ESTONIA,1146412.83,173842.9,Trilla de café,728402.24
5,Etiopía,ETHIOPIA,254736.6,13298,Fabricación de equipo de elevación y manipulación,163560.2
5,Filipinas,PHILIPPINES,758251.3300000001,139505.5,Industrias básicas de metales preciosos,305776.28
5,Finlandia,FINLAND,7922927,12377198.16,Trilla de café,3575080.37
5,Francia,FRANCE,26467567.15,39746592.98,Cultivo de plátano y banano,11175920.67
5,Gabón,GABON,4144745.35,19873576,Fabricación de productos de hornos de coque,3903870.2
5,Georgia,GEORGIA,18104870.81,1118506,Extracción de oro y otros metales preciosos,18060892.23
5,Ghana,GHANA,150207.62000000002,34127.24,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",75124.8
5,Granada,GRENADA,349214.02999999997,92936.94,Fabricación de muebles,77406.81999999999
5,Grecia,GREECE,3392231.33,1396196.9,Trilla de café,2705052.79
5,Guatemala,GUATEMALA,36098513.02,105754504.96,Extracción de hulla (carbón de piedra),8788750.29
5,Guinea,GUINEA,76182,24829.35,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",76182
5,Guinea Ecuatorial,EQUATORIAL GUINEA,36949.73,579,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",36949.73
5,Guyana,GUYANA,5583240.77,3247420.19,"Fabricación de motores, generadores y transformadores eléctricos",1564335.18
5,Haití,HAITI,3781919.7,6151741.3,Elaboración de panela,3152345.75
5,Honduras,HONDURAS,11198068.67,4067907.59,Elaboración de productos de tabaco,1264412.8
5,Hungría,HUNGARY,476701.69,84052.97,Cultivo de flor de corte,320213.6
5,India,INDIA,98163938.08,1132311722.5,Extracción de hulla (carbón de piedra),59145589.47
5,Indonesia,INDONESIA,1783326.96,383468.91,Cultivo de plantas con las que se preparan bebidas,740000
5,Irak,IRAQ,46370.6,23373.74,"Elaboración de cacao, chocolate y productos de confitería",41032
5,Irlanda,IRELAND,1184054.08,608353.18,Trilla de café,772490.86
5,Islandia,ICELAND,140833.26,19963,Trilla de café,140833.26
5,Israel,ISRAEL,3884933.0100000002,651844.61,Trilla de café,2600214.19
5,Italia,ITALY,69343559.51,52579854.51,Industrias básicas de metales preciosos,32115155.93
5,Jamaica,JAMAICA,4009299.44,3011608.9699999997,Elaboración y refinación de azúcar,660989.7899999999
5,Japón,JAPAN,50780723.05,83707025.34,Trilla de café,18230448.84
5,Jordania,JORDANIA,1915172.0899999999,228675,Trilla de café,1905106.49
5,Kazajstán,KAZAKHSTAN,1943581.79,309627.06,Cultivo de flor de corte,1941234.79
5,Kenia,KENYA,77774.71,11202.92,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",38192.2
5,Kirguizistán,KYRGYZSTAN,32435,6151,Cultivo de flor de corte,32435
5,Kuwait,KUWAIT,704151.07,92760.64,"Elaboración de cacao, chocolate y productos de confitería",270505.8
5,Letonia,LATVIA,59733.4,6627.5,Trilla de café,34027.8
5,Liberia,LIBERIA,100899.95,73433.04000000001,"Elaboración de cacao, chocolate y productos de confitería",84002.9
5,Líbano,LEBANON,188545.35,20469.32,Trilla de café,172412.14
5,Madagascar,MADAGASCAR,39134.9,23260.84,"Elaboración de cacao, chocolate y productos de confitería",39004.8
5,Malaysia,MALAYSIA,13444472.44,3042212.77,Fundición de metales no ferrosos,5155944.26
5,Malta,MALTA,8775,285.1,Fabricación de pulpas (pastas) celulósicas; papel y cartón,8775
5,Malí,MALI,133163.37,68506.8,"Elaboración de cacao, chocolate y productos de confitería",131588.99
5,Marruecos,MOROCCO,11679434.110000001,145469803.04,Extracción de hulla (carbón de piedra),11233208.9
5,Moldavia,MOLDOVA,135409.43,18466,Cultivo de flor de corte,135409.43
5,Mozambique,MOZAMBIQUE,137614.95,71061,Fabricación de equipo de elevación y manipulación,111587.7
5,México,MEXICO,120148342.72,45016300.54,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",14413825.459999999
5,Nicaragua,NICARAGUA,7936133.86,1455013.81,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",1068711.3699999999
5,Nigeria,NIGERIA,1150060.6600000001,843818.24,Procesamiento y conservación de carne y productos cárnicos,644155.6200000001
5,Noruega,NORWAY,9447173.06,8342501.11,Trilla de café,7233534.28
5,Nueva Zelanda,NEW ZEALAND,1720022.14,208569.63,Trilla de café,1245337.5
5,Omán,OMAN,112519.72,78739.46,Elaboración de panela,49500
5,Pakistán,PAKISTAN,178079.36,357520,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",139466
5,Panamá,PANAMA,33693173.95,12500570.28,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",3694621.02
5,Paraguay,PARAGUAY,2143617.34,669564.2999999999,Fabricación de productos metálicos para uso estructural,231255.98
5,Países Bajos,NETHERLANDS,112956616.37,704451644.41,Extracción de hulla (carbón de piedra),57273293.800000004
5,Perú,PERU,92649447.09,74344379.67,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",18564581.95
5,Polonia,POLAND,20775108.7,153360514.58,Extracción de hulla (carbón de piedra),13413437.3
5,Portugal,PORTUGAL,4696840.52,5419964.72,Cultivo de plátano y banano,2643775.02
5,Qatar,QATAR,311153.78,40171.11,Cultivo de frutas tropicales y subtropicales,91435.76
5,Reino Unido,UNITED KINGDOM,55931033.65,172814001.75,Cultivo de plátano y banano,18562847.279999997
5,Rep democrática Del Congo,DEMOCRATIC REPUBLIC OF THE CONGO,40268.75,22848,"Elaboración de cacao, chocolate y productos de confitería",40268.75
5,República Checa,CZECH REPUBLIC,523922.29,73267.9,Cultivo de flor de corte,365100.33999999997
5,República Del Congo,CONGO,721492,362393.76,"Elaboración de cacao, chocolate y productos de confitería",721492
5,República Dominicana,DOMINICAN REPUBLIC,46874019.66,237004722.95,Extracción de hulla (carbón de piedra),18077767.25
5,Rumania,ROMANIA,2920786.6999999997,532415.95,Trilla de café,2225499.82
5,Rusia,RUSSIA,2771977.6,387018.95,Procesamiento y conservación de carne y productos cárnicos,979381.05
5,San Cristóbal Y Nieves,SAINT KITTS AND NEVIS,66145.35,128603.74,Elaboración y refinación de azúcar,45294.6
5,San Vicente Y Las Granadinas,SAINT VINCENT AND THE GRENADINES,275534.47,329234.79,Elaboración y refinación de azúcar,165294.37
5,Santa Lucía,SAINT LUCIA,552160.79,451018.6,Elaboración y refinación de azúcar,157538
5,Senegal,SENEGAL,38830.84,22788.2,"Elaboración de cacao, chocolate y productos de confitería",38830.84
5,Sierra Leona,SIERRA LEONE,40481.95,23219.71,"Elaboración de cacao, chocolate y productos de confitería",40481.95
5,Singapur,SINGAPORE,1036684.04,167355.6,Trilla de café,595511.86
5,Somalia,SOMALIA,1600,80,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",1600
5,Sri Lanka,SRI LANKA,248674.31,57595.65,Cultivo de tabaco,214200
5,Sudáfrica,SOUTH AFRICA,430732.83,78129.58,Trilla de café,166441.73
5,Suecia,SWEDEN,7316876.93,2429501.13,Trilla de café,4513628.48
5,Suiza,SWITZERLAND,36024868.03,13438199.36,Industrias básicas de metales preciosos,29491520.65
5,Surinam,SURINAME,782222.3,695332.88,Fabricación de equipos de potencia hidráulica y neumática,189451.7
5,Tailandia,THAILAND,2001409.04,558675.56,Fundición de metales no ferrosos,1479293.08
5,Taiwán,TAIWAN,18574356.68,171720743.8,Extracción de hulla (carbón de piedra),14808933.64
5,Tanzania Rep Unida De,TANZANIA REP UNIDA DE,24500,600,Fabricación de maquinaria agropecuaria y forestal,24500
5,Territorio Autónomo De Palestina,PALESTINE,80850,38016,"Elaboración de cacao, chocolate y productos de confitería",80850
5,Togo,TOGO,253170,160111,Procesamiento y conservación de carne y productos cárnicos,253170
5,Trinidad Y Tobago,TRINIDAD AND TOBAGO,3823549.9,2038338.79,"Elaboración de cacao, chocolate y productos de confitería",1027971.13
5,Tunicia,TUNISIA,49950.98,10000,Fabricación de sustancias y productos químicos básicos,49950.98
5,Turquía,TURKEY,10536297.18,25884516.98,Fabricación de productos de hornos de coque,4706544.73
5,Ucrania,UKRAINE,157618.83000000002,23272.5,Trilla de café,103712
5,Uganda,UGANDA,15370,402,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",6001.54
5,Uruguay,URUGUAY,3480726.29,966601.1799999999,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,1199120.18
5,Uzbekistán,UZBEKISTAN,72856.39,11958.6,Cultivo de flor de corte,70843.39
5,Venezuela,VENEZUELA,84898930.72,49088549.6,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",8642229.21
5,Vietnam,VIETNAM,1344262.64,1871051.9,Procesamiento y conservación de carne y productos cárnicos,599621.91
6,Albania,ALBANIA,13011.189999999999,53.1,"Confección de prendas de vestir, excepto prendas de piel",12640.81
6,Alemania,GERMANY,66347931.33,119422062.28,Trilla de café,36142770.56
6,Andorra,ANDORRA,2545.5,373,Cultivo de flor de corte,2545.5
6,Anguilla,ANGUILLA,40274.28999999999,6560,Fabricación de productos metálicos para uso estructural,40274.28999999999
6,Antigua Y Barbuda,ANTIGUA Y BARBUDA,747897.2,54559.380000000005,"Fabricación de motores, generadores y transformadores eléctricos",608318.98
6,Arabia Saudita,SAUDI ARABIA,11879660.16,2415707.29,Trilla de café,6676742.67
6,Argelia,ALGERIA,1413919.8800000001,2045435.72,Cultivo de plátano y banano,1063821.6
6,Argentina,ARGENTINA,23129340.86,14889496.49,Fabricación de vehículos automotores y sus motores,4752839
6,Armenia,ARMENIA,130156.60999999999,15614.82,Fabricación de artículos de plástico n.c.p.,120446.29
6,Australia,AUSTRALIA,7991440.260000001,1080143.04,Trilla de café,6163889.850000001
6,Austria,AUSTRIA,277663.03,60875.200000000004,Cultivo de flor de corte,98776.08
6,Azerbaiján,AZERBAIJAN,13853.230000000001,2215.75,Cultivo de flor de corte,13853.230000000001
6,Bahamas,BAHAMAS,2705757.06,224039.12,Fabricación de aparatos de distribución y control de la energía eléctrica,1742016.51
6,Bahrein,BAHREIN,233921.03,23128.4,"Elaboración de cacao, chocolate y productos de confitería",194085.49
6,Barbados,BARBADOS,864525.29,510488.8,Fabricación de artículos de plástico n.c.p.,105199.00999999998
6,Belarus,BELARUS,132795.24,19472.5,Cultivo de flor de corte,132795.24
6,Belice,BELIZE,311941.69,51087.26,Fabricación de artículos de plástico n.c.p.,114462.09
6,Bolivia,BOLIVIA,6195562.77,3247991.62,Fabricación de plásticos en formas primarias,1639439.87
6,Bosnia Y Herzegovina,BOSNIA AND HERZEGOVINA,11517.72,974.63,Cultivo de flor de corte,11517.72
6,Brasil,BRAZIL,110275302.6,301235059.51,Fabricación de plásticos en formas primarias,39856549.42999999
6,Bulgaria,BULGARIA,36245453.440000005,77227202.3,Extracción de petróleo crudo,35953000.69
6,Bélgica,BELGIUM,72257874.67999999,103795198.66,Trilla de café,42957668.1
6,Cabo Verde,CABO VERDE,47280.1,23135.01,"Elaboración de cacao, chocolate y productos de confitería",47280.1
6,Camboya,CAMBODIA,162709,19160,Trilla de café,162709
6,Camerún,CAMEROON,202410,51675,Fabricación de otros productos elaborados de metal n.c.p.,202410
6,Canadá,CANADA,126169472.64999999,122601096.88,Industrias básicas de metales preciosos,57872186.23
6,Chad,CHAD,65520,25800,Fabricación de otros productos químicos n.c.p.,65520
6,Chile,CHILE,83250057.74,409757224.71,Extracción de hulla (carbón de piedra),34812599.44
6,China,CHINA,71902458.57,17414497.63,Industrias básicas de hierro y de acero,24661759.400000002
6,Colombia,COLOMBIA,705375.83,18109.54,"Descafeinado, tostión y molienda del café",163990.88999999998
6,Corea del Sur,SOUTH KOREA,70243910.08,630518219.04,Extracción de hulla (carbón de piedra),46293241.11
6,Costa De Marfil,COTE D'IVOIRE,2042913.83,365254.9,Fabricación de llantas y neumáticos de caucho,854743.74
6,Costa Rica,COSTA RICA,28961621.84,10915754.38,Fabricación de sustancias y productos químicos básicos,2747733.0900000003
6,Croacia,CROATIA,113097.3,213754,Cultivo de plátano y banano,82350
6,Cuba,CUBA,5015941.53,4155677.68,Elaboración de productos de panadería,1827909.3
6,Dinamarca,DENMARK,1724750.5999999999,525587.1900000001,Trilla de café,1404364.16
6,Djibouti,DJIBOUTI,144264,7915,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",132945.27000000002
6,Dominica,DOMINICA,68011.29,15441.77,Fabricación de materiales de arcilla para la construcción,27830.73
6,Ecuador,ECUADOR,132355568.21,54512669.83,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",13166371.47
6,Egipto,EGYPT,531778.37,52479.24,Trilla de café,327218.99
6,El Salvador,EL SALVADOR,15552090.59,5920255.42,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",2886413.17
6,Emiratos Árabes Unidos,UNITED ARAB EMIRATES,88848527.57000001,647489.88,Industrias básicas de metales preciosos,82111527.58000001
6,Eslovaquia,SLOVAKIA,99773.52,29693.37,"Procesamiento y conservación de pescados, crustáceos y moluscos",30000.24
6,Eslovenia,SLOVENIA,3880407.5,6974504.5,Cultivo de plátano y banano,3091567.08
6,España,SPAIN,61422750.35,136207103.29,Trilla de café,11433127.03
6,Estados Unidos,UNITED STATES,929202028.05,465419800.44,Cultivo de flor de corte,223872422.5599999
6,Estonia,ESTONIA,993530.3500000001,121177,Trilla de café,933221.8500000001
6,Etiopía,ETHIOPIA,256643.6,36340,Actividades de impresión,153000
6,Filipinas,PHILIPPINES,1396394.07,214486.94,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",643977.24
6,Finlandia,FINLAND,3672350.2,8939689.16,Fabricación de productos de hornos de coque,1699005
6,Francia,FRANCE,22895849.8,22264472.169999998,Trilla de café,8417434.62
6,Gabón,GABON,481944.83999999997,178681.6,Elaboración de productos de panadería,402460.8
6,Georgia,GEORGIA,29194.089999999997,5027.3,Cultivo de flor de corte,29194.089999999997
6,Ghana,GHANA,99875.61,54017,Procesamiento y conservación de carne y productos cárnicos,59019.33
6,Granada,GRENADA,94770.43,58620,Fabricación de locomotoras y de material rodante para ferrocarriles,38423.06
6,Grecia,GREECE,3287054.16,489416.47,Trilla de café,3072248.4000000004
6,Guatemala,GUATEMALA,43928532.11,157837523.76,Extracción de hulla (carbón de piedra),13004209.07
6,Guyana,GUYANA,7278893.25,1862935.66,"Fabricación de motores, generadores y transformadores eléctricos",1712508.24
6,Haití,HAITI,575798.17,663522.5599999999,"Elaboración de cacao, chocolate y productos de confitería",154742
6,Honduras,HONDURAS,12363633.09,5629766.2,Elaboración de otros productos alimenticios n.c.p.,1534552
6,Hungría,HUNGARY,455447.36,84025.48999999999,Cultivo de flor de corte,240905.45
6,India,INDIA,44172590.61,507702500.24,Extracción de hulla (carbón de piedra),27436055.78
6,Indonesia,INDONESIA,1423839.18,270062.73,Cultivo de plantas con las que se preparan bebidas,875000
6,Irak,IRAQ,3116966.3499999996,1313298,Cría de ganado bovino y bufalino,3068160.8
6,Irlanda,IRELAND,1397174.08,448036.94,Trilla de café,1014871.2
6,Israel,ISRAEL,5267115.38,865697.13,Trilla de café,4845681.14
6,Italia,ITALY,29510831.439999998,18081180.38,Industrias básicas de metales preciosos,7891381.76
6,Jamaica,JAMAICA,3960459.66,2134242.57,Fabricación de muebles,1458386.8299999998
6,Japón,JAPAN,32809096.18,4052560.26,Trilla de café,23194989.2
6,Jordania,JORDANIA,385087.27999999997,55336.6,Trilla de café,355351.51
6,Kazajstán,KAZAKHSTAN,1863767.9400000002,290394.98,Cultivo de flor de corte,1856893.9000000001
6,Kenia,KENYA,22676.93,3960.25,Cultivo de flor de corte,20959.3
6,Kirguizistán,KYRGYZSTAN,36433.83,4571.73,Cultivo de flor de corte,29243.83
6,Kuwait,KUWAIT,399310.42,50641.18,Cultivo de flor de corte,148460.05
6,Letonia,LATVIA,825556.3300000001,95161.53,Trilla de café,692234.0100000001
6,Liberia,LIBERIA,148107.41999999998,122243.09000000001,"Elaboración de cacao, chocolate y productos de confitería",112645.2
6,Lituania,LITHUANIA,106040,53800.64,"Elaboración de cacao, chocolate y productos de confitería",106040
6,Líbano,LEBANON,118888.28,111681.54000000001,Procesamiento y conservación de carne y productos cárnicos,81088.28
6,Madagascar,MADAGASCAR,79951.04000000001,27054.02,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,41000
6,Malaysia,MALAYSIA,12355092.23,3057747.11,Fundición de metales no ferrosos,5145209.3
6,Malta,MALTA,49354.88,58,Cultivo de especias y de plantas aromáticas y medicinales,49354.88
6,Malí,MALI,50167.42,23266.3,"Elaboración de cacao, chocolate y productos de confitería",45127.42
6,Marruecos,MOROCCO,17855070.91,218992595.89,Extracción de hulla (carbón de piedra),16572458.4
6,Mauricio,MAURITIUS,52399.57999999999,2213.76,"Descafeinado, tostión y molienda del café",33406.71999999999
6,Moldavia,MOLDOVA,94599.84999999999,14114.470000000001,Cultivo de flor de corte,94599.84999999999
6,Mongolia,MONGOLIA,6687.62,44.64,"Confección de prendas de vestir, excepto prendas de piel",6283.2
6,Mozambique,MOZAMBIQUE,40653.75,54750,Elaboración de almidones y productos derivados del almidón,40653.75
6,México,MEXICO,102401332.22,165625191.55,Extracción de hulla (carbón de piedra),11456622.5
6,Nicaragua,NICARAGUA,6993760.19,1801454.92,Fabricación de muebles,981518.48
6,Nigeria,NIGERIA,571959.04,414258.78,Procesamiento y conservación de carne y productos cárnicos,377039.47000000003
6,Noruega,NORWAY,9677689.31,9563352.27,Trilla de café,7471769.7
6,Nueva Zelanda,NEW ZEALAND,1609004.08,167967.74,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",510330.66
6,Omán,OMAN,24988.54,25762.4,Elaboración de panela,16500
6,Pakistán,PAKISTAN,41454,49454,Fundición de metales no ferrosos,41454
6,Panamá,PANAMA,29943789.62,12031739.5,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",3282766.66
6,Paraguay,PARAGUAY,3017051.34,873598.07,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,412870
6,Países Bajos,NETHERLANDS,86131257.95,258490168.6,Extracción de hulla (carbón de piedra),22535811
6,Perú,PERU,85799434.2,41560297.12,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",16038136.03
6,Polonia,POLAND,23533331.01,208548561.89,Extracción de hulla (carbón de piedra),18435255.37
6,Portugal,PORTUGAL,3339090.7199999997,4485299.7700000005,Cultivo de plátano y banano,2286415.73
6,Qatar,QATAR,272898.33,31548.07,Cultivo de frutas tropicales y subtropicales,138684.05
6,Reino Unido,UNITED KINGDOM,44988558.54,97784541.11,Cultivo de plátano y banano,12481191.75
6,Rep democrática Del Congo,DEMOCRATIC REPUBLIC OF THE CONGO,76672.63,50545.740000000005,"Elaboración de cacao, chocolate y productos de confitería",40211.9
6,República Checa,CZECH REPUBLIC,595728.5,120484.52,Cultivo de flor de corte,478147.27999999997
6,República Del Congo,CONGO,267676.37,135421.84999999998,"Elaboración de cacao, chocolate y productos de confitería",261317.54
6,República Dominicana,DOMINICAN REPUBLIC,40365835.17,135704411.78,Extracción de hulla (carbón de piedra),11239311.72
6,Rumania,ROMANIA,9866640.87,36700258.25,Fabricación de productos de hornos de coque,7459650
6,Rusia,RUSSIA,2139292.15,475978.52999999997,Procesamiento y conservación de carne y productos cárnicos,740873.42
6,San Cristóbal Y Nieves,SAINT KITTS AND NEVIS,21478.96,6131.2699999999995,"Elaboración de cacao, chocolate y productos de confitería",21478.96
6,San Vicente Y Las Granadinas,SAINT VINCENT AND THE GRENADINES,365627.33,274041.24,Elaboración y refinación de azúcar,99465.37
6,Santa Lucía,SAINT LUCIA,485472.46,445519.24,Elaboración y refinación de azúcar,211736.96
6,Senegal,SENEGAL,36905.42,21620.33,"Elaboración de cacao, chocolate y productos de confitería",36905.42
6,Sierra Leona,SIERRA LEONE,36601.5,20697.92,"Elaboración de cacao, chocolate y productos de confitería",36601.5
6,Singapur,SINGAPORE,784728.38,72384,Trilla de café,536542.59
6,Somalia,SOMALIA,2800,130,"Propagación de plantas (actividades de los viveros, excepto viveros forestales)",2800
6,Sri Lanka,SRI LANKA,23916.309999999998,5193.04,Fabricación de otros artículos textiles n.c.p.,15416.31
6,Sudáfrica,SOUTH AFRICA,793671.18,103288.19,Trilla de café,555052.99
6,Suecia,SWEDEN,3647541.15,1641784.3299999998,Trilla de café,2344476.51
6,Suiza,SWITZERLAND,42532250.949999996,13343058.38,Industrias básicas de metales preciosos,37676055.65
6,Surinam,SURINAME,864257.81,370649.5,Fabricación de otros productos químicos n.c.p.,276954.2
6,Tailandia,THAILAND,2727879.7600000002,770868.17,"Fabricación de joyas, bisutería y artículos conexos",1282608.58
6,Taiwán,TAIWAN,36737050.22,317740637.68,Extracción de hulla (carbón de piedra),31722710.6
6,Togo,TOGO,310539,211031,Procesamiento y conservación de carne y productos cárnicos,310539
6,Trinidad Y Tobago,TRINIDAD AND TOBAGO,4402021.42,2419283.32,"Elaboración de cacao, chocolate y productos de confitería",1028987.36
6,Tunicia,TUNISIA,16523.2,2070,Fabricación de vehículos automotores y sus motores,16523.2
6,Turquía,TURKEY,42692102.07,371912613.63,Extracción de hulla (carbón de piedra),29160608.51
6,Ucrania,UKRAINE,5438719.55,76729664.07,Extracción de hulla (carbón de piedra),5155990.25
6,Uruguay,URUGUAY,2830875.12,752717.51,Fabricación de artículos de plástico n.c.p.,408304.59
6,Uzbekistán,UZBEKISTAN,99421.14,17320.75,Cultivo de flor de corte,88161.54
6,Venezuela,VENEZUELA,70687931.2,40727554.6,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",6109372.15
6,Vietnam,VIETNAM,1622685.05,647283.91,Procesamiento y conservación de carne y productos cárnicos,742745
6,Zimbabwe,ZIMBABWE,852.8,11.7,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",852.8
7,Albania,ALBANIA,6711.19,28.7,"Confección de prendas de vestir, excepto prendas de piel",6711.19
7,Alemania,GERMANY,61757121.13,36064675.2,Trilla de café,40452150.8
7,Angola,ANGOLA,51248.42,7067,Fabricación de equipo de elevación y manipulación,39106
7,Antigua Y Barbuda,ANTIGUA Y BARBUDA,175041.12,75481.68000000001,Fabricación de productos metálicos para uso estructural,75591.86
7,Arabia Saudita,SAUDI ARABIA,7165085.36,710029.39,Trilla de café,6424610.5200000005
7,Argelia,ALGERIA,2035848.94,2808648.16,Cultivo de plátano y banano,1365386.8
7,Argentina,ARGENTINA,21875572.29,78681110.74,Extracción de hulla (carbón de piedra),5491806.01
7,Armenia,ARMENIA,139035.94,19391,Fabricación de artículos de plástico n.c.p.,130619.96
7,Australia,AUSTRALIA,15767708.83,1967978.03,Trilla de café,14018250.1
7,Austria,AUSTRIA,256244.55000000002,37321.26,Fabricación de vidrio y productos de vidrio,102844.99
7,Azerbaiján,AZERBAIJAN,15594.08,2872.2,Cultivo de flor de corte,15594.08
7,Bahamas,BAHAMAS,1278353,247170.13,"Fabricación de motores, generadores y transformadores eléctricos",585549.26
7,Bahrein,BAHREIN,53350.7,13644.9,Cultivo de flor de corte,34241.659999999996
7,Barbados,BARBADOS,858261.38,620520.79,"Producción de malta, elaboración de cervezas y otras bebidas malteadas",181288.2
7,Belarus,BELARUS,94645.53,16010.48,Cultivo de flor de corte,94645.53
7,Belice,BELIZE,212357.66,80532.51,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",78500.82
7,Bolivia,BOLIVIA,9369782.11,2489370.96,Fabricación de otros productos químicos n.c.p.,1680675.53
7,Bosnia Y Herzegovina,BOSNIA AND HERZEGOVINA,11105.02,1129,Cultivo de flor de corte,11105.02
7,Brasil,BRAZIL,204432598.44,537128200.38,Fabricación de plásticos en formas primarias,48825246.07
7,Bulgaria,BULGARIA,41678.74,19052.93,Cultivo de flor de corte,19525.5
7,Bélgica,BELGIUM,64432245.76,64831396.51,Trilla de café,35135663.13
7,Camerún,CAMEROON,67470,17225,Fabricación de otros productos elaborados de metal n.c.p.,67470
7,Canadá,CANADA,172942058.88,128263487.64,Industrias básicas de metales preciosos,109259987.39
7,Chad,CHAD,222858,54000,Fabricación de plásticos en formas primarias,222858
7,Chile,CHILE,150429230.56,688821330.28,Extracción de hulla (carbón de piedra),53433707.230000004
7,China,CHINA,105539290.12,31361048.8,Industrias básicas de hierro y de acero,25473017.4
7,Chipre,CYPRUS,9672,699,Cultivo de flor de corte,9672
7,Colombia,COLOMBIA,1531138.48,39012.36,"Confección de prendas de vestir, excepto prendas de piel",270673.04
7,Corea del Sur,SOUTH KOREA,61412718.55,595095296.05,Extracción de hulla (carbón de piedra),37499932.88
7,Costa De Marfil,COTE D'IVOIRE,1010079.19,408076.4,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",405720
7,Costa Rica,COSTA RICA,34446028.63,13437543.41,Fabricación de sustancias y productos químicos básicos,3260387.64
7,Croacia,CROATIA,4812004.930000001,68521759,Extracción de hulla (carbón de piedra),4712834.430000001
7,Cuba,CUBA,6148948.01,5186685.5,Elaboración de productos de panadería,1116666.02
7,Dinamarca,DENMARK,853488.75,569329.33,Trilla de café,495230.98
7,Djibouti,DJIBOUTI,415195,18140.01,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",398906.79
7,Dominica,DOMINICA,140493.33,43423.82,Fabricación de muebles,42257.2
7,Ecuador,ECUADOR,148994768.56,61792700.17,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",17521824.44
7,Egipto,EGYPT,16347466.569999998,6605760.42,Cría de ganado bovino y bufalino,14989634.66
7,El Salvador,EL SALVADOR,18005809.77,7078687.33,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",3100699.67
7,Emiratos Árabes Unidos,UNITED ARAB EMIRATES,77632632.22,1219434.76,Industrias básicas de metales preciosos,71388718.6
7,Eslovaquia,SLOVAKIA,191489.72999999998,77452.68,"Procesamiento y conservación de pescados, crustáceos y moluscos",89976.23999999999
7,Eslovenia,SLOVENIA,5419259.6,12037306.9,Cultivo de plátano y banano,5366457.159999999
7,España,SPAIN,63830393.29,128246688.6,Fabricación de productos de la refinación del petróleo,13564001.97
7,Estados Unidos,UNITED STATES,1019761455.04,693567319.09,Extracción de petróleo crudo,193606735.06
7,Estonia,ESTONIA,2148002.0500000003,248690.35,Trilla de café,2022014.82
7,Etiopía,ETHIOPIA,59828.4,18190,Fabricación de equipo de elevación y manipulación,57929.6
7,Filipinas,PHILIPPINES,1326434.02,268297.68,Industrias básicas de metales preciosos,502223.59
7,Finlandia,FINLAND,6261519.59,10343747.08,Trilla de café,3514997.83
7,Francia,FRANCE,26009520.05,26626956.57,Trilla de café,9323168.75
7,Gabón,GABON,154037.32,86004.90999999999,"Elaboración de cacao, chocolate y productos de confitería",111408.92
7,Georgia,GEORGIA,208253.76,71351,Trilla de café,166514.92
7,Ghana,GHANA,392206.19,217258.71,Procesamiento y conservación de carne y productos cárnicos,159536.7
7,Granada,GRENADA,30052.69,38216.44,"Elaboración de cacao, chocolate y productos de confitería",22601.28
7,Grecia,GREECE,3715716.5300000003,560973.22,Trilla de café,3371227.1100000003
7,Guatemala,GUATEMALA,46344453.47,201664098.12,Extracción de hulla (carbón de piedra),14928144.55
