Mes,Pais,Pais_join,Nivel tecnologico,fob_total,kg_total
1,Alemania,ALEMANIA,Bienes primarios,46723655.339999996,27083994.66
1,Alemania,ALEMANIA,Manufacturas basadas en recursos naturales,2592065.38,13996738.52
1,Alemania,ALEMANIA,Manufacturas de alta tecnología,355578.52,28755.09
1,Alemania,ALEMANIA,Manufacturas de baja tecnología,1491674.89,91115.85
1,Alemania,ALEMANIA,Manufacturas de tecnología media,1080924.77,483070.55
1,Alemania,ALEMANIA,Otras transacciones,3.2,24.35
1,Angola,ANGOLA,Manufacturas basadas en recursos naturales,81840,39283.2
1,Antigua Y Barbuda,ANTIGUA Y BARBUDA,Manufacturas de baja tecnología,20494.85,4697.5
1,Antigua Y Barbuda,ANTIGUA Y BARBUDA,Manufacturas de tecnología media,1335.67,400
1,Arabia Saudita,ARABIA SAUDITA,Bienes primarios,34539251.7,14295936.29
1,Arabia Saudita,ARABIA SAUDITA,Manufacturas basadas en recursos naturales,97416.17,13860
1,Arabia Saudita,ARABIA SAUDITA,Manufacturas de alta tecnología,34624.21,504.76
1,Arabia Saudita,ARABIA SAUDITA,Manufacturas de baja tecnología,607404.05,34903.83
1,Arabia Saudita,ARABIA SAUDITA,Manufacturas de tecnología media,10465.41,854
1,Argelia,ARGELIA,Bienes primarios,3367609.91,601162.4199999999
1,Argelia,ARGELIA,Manufacturas de tecnología media,8025,1000
1,Argentina,ARGENTINA,Bienes primarios,2591881.32,1206843.44
1,Argentina,ARGENTINA,Manufacturas basadas en recursos naturales,3023270.68,3158558.17
1,Argentina,ARGENTINA,Manufacturas de alta tecnología,803130.3,29528.7
1,Argentina,ARGENTINA,Manufacturas de baja tecnología,1965404.56,515182.56
1,Argentina,ARGENTINA,Manufacturas de tecnología media,5647663.79,1256783.44
1,Argentina,ARGENTINA,Otras transacciones,112418.25,3918.67
1,Armenia,ARMENIA,Bienes primarios,11314.77,1348
1,Australia,AUSTRALIA,Bienes primarios,10374254.709999999,1436889.65
1,Australia,AUSTRALIA,Manufacturas basadas en recursos naturales,460046.92,189211.84
1,Australia,AUSTRALIA,Manufacturas de alta tecnología,66635.92,3373.1000000000004
1,Australia,AUSTRALIA,Manufacturas de baja tecnología,208352.72,13261.37
1,Australia,AUSTRALIA,Manufacturas de tecnología media,273422.97,49922.68
1,Austria,AUSTRIA,Bienes primarios,80283.23,12195.5
1,Austria,AUSTRIA,Manufacturas basadas en recursos naturales,63759.649999999994,3201.69
1,Austria,AUSTRIA,Manufacturas de baja tecnología,169137.27,41219.74
1,Austria,AUSTRIA,Manufacturas de tecnología media,6854,125
1,Azerbaiján,AZERBAIJAN,Bienes primarios,17381.32,3545.4
1,Azerbaiján,AZERBAIJAN,Manufacturas de alta tecnología,3403.4,129
1,Azerbaiján,AZERBAIJAN,Manufacturas de tecnología media,59701.8,3408
1,Bahamas,BAHAMAS,Bienes primarios,3053.0699999999997,196
1,Bahamas,BAHAMAS,Manufacturas basadas en recursos naturales,27419.68,45382.03
1,Bahamas,BAHAMAS,Manufacturas de baja tecnología,81660.84999999999,5634.54
1,Bahamas,BAHAMAS,Manufacturas de tecnología media,253714.46,21861.469999999998
1,Bahrein,BAHREIN,Bienes primarios,48771.46,4393
1,Barbados,BARBADOS,Bienes primarios,12344.54,740.8
1,Barbados,BARBADOS,Manufacturas basadas en recursos naturales,467791.99,581274.69
1,Barbados,BARBADOS,Manufacturas de alta tecnología,114939.68000000001,36411.44
1,Barbados,BARBADOS,Manufacturas de baja tecnología,135636.91,54155.5
1,Barbados,BARBADOS,Manufacturas de tecnología media,146048.33000000002,31038.21
1,Barbados,BARBADOS,Otras transacciones,29.61,10
1,Belarus,BELARUS,Bienes primarios,143792.01,11007.25
1,Belice,BELICE,Bienes primarios,12484.94,1072.44
1,Belice,BELICE,Manufacturas basadas en recursos naturales,25423.93,24809.13
1,Belice,BELICE,Manufacturas de alta tecnología,4466.75,129.4
1,Belice,BELICE,Manufacturas de baja tecnología,22550.76,1700.44
1,Bolivia,BOLIVIA,Bienes primarios,57608.72,3609.69
1,Bolivia,BOLIVIA,Manufacturas basadas en recursos naturales,1728966.3499999999,1351523.05
1,Bolivia,BOLIVIA,Manufacturas de alta tecnología,1166058.46,26859.17
1,Bolivia,BOLIVIA,Manufacturas de baja tecnología,747999.96,136797.19
1,Bolivia,BOLIVIA,Manufacturas de tecnología media,3162756.86,1373075.46
1,Bolivia,BOLIVIA,Otras transacciones,31479.69,2129.54
1,Bosnia Y Herzegovina,BOSNIA Y HERZEGOVINA,Bienes primarios,9033,706
1,Brasil,BRASIL,Bienes primarios,14139089.42,126725135.8
1,Brasil,BRASIL,Manufacturas basadas en recursos naturales,67655850.54,258457150.5
1,Brasil,BRASIL,Manufacturas de alta tecnología,2164480.68,19257.95
1,Brasil,BRASIL,Manufacturas de baja tecnología,6399533.3,1642106.37
1,Brasil,BRASIL,Manufacturas de tecnología media,59602585.440000005,45441133.96
1,Brasil,BRASIL,Otras transacciones,13160,218.4
1,Bulgaria,BULGARIA,Bienes primarios,136127.21,21632.6
1,Bulgaria,BULGARIA,Manufacturas basadas en recursos naturales,31164,15582
1,Bulgaria,BULGARIA,Manufacturas de alta tecnología,466226.5,3262.6
1,Bulgaria,BULGARIA,Manufacturas de baja tecnología,8772.67,159.1
1,Bélgica,BELGICA,Bienes primarios,67998545.22,43639044.42
1,Bélgica,BELGICA,Manufacturas basadas en recursos naturales,961620.73,446290.59
1,Bélgica,BELGICA,Manufacturas de alta tecnología,166831,15643
1,Bélgica,BELGICA,Manufacturas de baja tecnología,8243.35,51.150000000000006
1,Bélgica,BELGICA,Manufacturas de tecnología media,316295.83,89516.93
1,Cabo Verde,CABO VERDE,Manufacturas basadas en recursos naturales,48420,23508
1,Camboya,CAMBOYA,Bienes primarios,108656.94,14933
1,Camerún,CAMERUN,Manufacturas de tecnología media,9921.6,1494
1,Canadá,CANADA,Bienes primarios,74490758.81,119184791.47
1,Canadá,CANADA,Manufacturas basadas en recursos naturales,3796070.06,4192478.31
1,Canadá,CANADA,Manufacturas de alta tecnología,227594.89,64356.549999999996
1,Canadá,CANADA,Manufacturas de baja tecnología,1455019.96,158861.14
1,Canadá,CANADA,Manufacturas de tecnología media,1721865.54,456756.27
1,Canadá,CANADA,Otras transacciones,280,156.74
1,Chile,CHILE,Bienes primarios,26390093.05,230357763.41
1,Chile,CHILE,Manufacturas basadas en recursos naturales,15086141.22,19812689.29
1,Chile,CHILE,Manufacturas de alta tecnología,2361427.07,899619.8599999999
1,Chile,CHILE,Manufacturas de baja tecnología,5484645.18,791899.14
1,Chile,CHILE,Manufacturas de tecnología media,13150985.13,3219002.1
1,Chile,CHILE,Otras transacciones,163332.38,7944.07
1,China,CHINA,Bienes primarios,17257683.68,7332435.4
1,China,CHINA,Manufacturas basadas en recursos naturales,13496970.23,4751792.33
1,China,CHINA,Manufacturas de alta tecnología,528606.94,14478.81
1,China,CHINA,Manufacturas de baja tecnología,857921.66,68400.3
1,China,CHINA,Manufacturas de tecnología media,13797349.1,6044073.66
1,Colombia,COLOMBIA,Bienes primarios,133165.04,6878.78
1,Colombia,COLOMBIA,Manufacturas basadas en recursos naturales,164542.38,7032.969999999999
1,Colombia,COLOMBIA,Manufacturas de alta tecnología,6292.6,80.03
1,Colombia,COLOMBIA,Manufacturas de baja tecnología,167961.44,2005.6000000000001
1,Colombia,COLOMBIA,Otras transacciones,747.23,34.19
1,Corea del Sur,COREA DEL SUR,Bienes primarios,31126184.35,188120538.77
1,Corea del Sur,COREA DEL SUR,Manufacturas basadas en recursos naturales,5796015.18,892457.83
1,Corea del Sur,COREA DEL SUR,Manufacturas de alta tecnología,6486,530.76
1,Corea del Sur,COREA DEL SUR,Manufacturas de baja tecnología,569.4,28.9
1,Corea del Sur,COREA DEL SUR,Manufacturas de tecnología media,4205006.8,1234299.79
1,Costa De Marfil,COSTA DE MARFIL,Manufacturas basadas en recursos naturales,192847.59,115862.21
1,Costa De Marfil,COSTA DE MARFIL,Manufacturas de alta tecnología,2153.59,111.5
1,Costa De Marfil,COSTA DE MARFIL,Manufacturas de baja tecnología,276084,98427.78
1,Costa Rica,COSTA RICA,Bienes primarios,1356572.8699999999,1122683.06
1,Costa Rica,COSTA RICA,Manufacturas basadas en recursos naturales,6515383.26,4614693.18
1,Costa Rica,COSTA RICA,Manufacturas de alta tecnología,1807158.16,114045.35
1,Costa Rica,COSTA RICA,Manufacturas de baja tecnología,5941100.53,1207934.14
1,Costa Rica,COSTA RICA,Manufacturas de tecnología media,10286836.14,2939905.26
1,Costa Rica,COSTA RICA,Otras transacciones,137477.1,12394.89
1,Croacia,CROACIA,Bienes primarios,157449.30000000002,343701
1,Croacia,CROACIA,Manufacturas basadas en recursos naturales,12233,20010
1,Cuba,CUBA,Bienes primarios,546795.85,385288
1,Cuba,CUBA,Manufacturas basadas en recursos naturales,5255403.08,5541830.91
1,Cuba,CUBA,Manufacturas de alta tecnología,70741.98,926.81
1,Cuba,CUBA,Manufacturas de baja tecnología,1001743.1900000001,181922.7
1,Cuba,CUBA,Manufacturas de tecnología media,289579.37,205428.11000000002
1,Cuba,CUBA,Otras transacciones,1170,117.94000000000001
1,Dinamarca,DINAMARCA,Bienes primarios,825964.85,485030.8
1,Dinamarca,DINAMARCA,Manufacturas basadas en recursos naturales,51288.66,14796
1,Dominica,DOMINICA,Bienes primarios,10861.2,560.4
1,Dominica,DOMINICA,Manufacturas basadas en recursos naturales,58317.23,38561.3
1,Dominica,DOMINICA,Manufacturas de tecnología media,1813.18,4202.8
1,Ecuador,ECUADOR,Bienes primarios,10154328.16,5281171
1,Ecuador,ECUADOR,Manufacturas basadas en recursos naturales,23069533.28,22394702.94
1,Ecuador,ECUADOR,Manufacturas de alta tecnología,9468767.12,910774.59
1,Ecuador,ECUADOR,Manufacturas de baja tecnología,19765020.13,4125678.34
1,Ecuador,ECUADOR,Manufacturas de tecnología media,43701751.37,13509311.47
1,Ecuador,ECUADOR,Otras transacciones,67478260.54,123478.42000000001
1,Egipto,EGIPTO,Bienes primarios,2578296.4,1244096.18
1,Egipto,EGIPTO,Manufacturas de alta tecnología,50770.64,2868.3599999999997
1,Egipto,EGIPTO,Manufacturas de baja tecnología,394,22.26
1,Egipto,EGIPTO,Manufacturas de tecnología media,386360.92,13146.800000000001
1,El Salvador,EL SALVADOR,Bienes primarios,891358.23,153746.91
1,El Salvador,EL SALVADOR,Manufacturas basadas en recursos naturales,3271529.3000000003,2948064.94
1,El Salvador,EL SALVADOR,Manufacturas de alta tecnología,2440658.41,229027.87
1,El Salvador,EL SALVADOR,Manufacturas de baja tecnología,1875774.09,395770.26
1,El Salvador,EL SALVADOR,Manufacturas de tecnología media,6629708.85,2047971.72
1,El Salvador,EL SALVADOR,Otras transacciones,36025.68,3218.33
1,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Bienes primarios,11542390.73,1138314.49
1,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas basadas en recursos naturales,528360.84,94418.53
1,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de alta tecnología,32504,3015.98
1,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de baja tecnología,611834.24,34332.7
1,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de tecnología media,20139.95,1780
1,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Otras transacciones,52078828.4,880.98
1,Eslovaquia,ESLOVAQUIA,Bienes primarios,78676.16,45832
1,Eslovaquia,ESLOVAQUIA,Manufacturas de tecnología media,14300,22000
1,Eslovenia,ESLOVENIA,Bienes primarios,1898353.49,1991873.0299999998
1,España,ESPANA,Bienes primarios,21696349.58,7153812.16
1,España,ESPANA,Manufacturas basadas en recursos naturales,19816580.970000003,19798453.74
1,España,ESPANA,Manufacturas de alta tecnología,22952,1334.9
1,España,ESPANA,Manufacturas de baja tecnología,713493.52,43873.14
1,España,ESPANA,Manufacturas de tecnología media,2852577.5500000003,840103.38
1,España,ESPANA,Otras transacciones,72011.7,8655.55
1,Estados Unidos,ESTADOS UNIDOS,Bienes primarios,467772106.6500003,243649448.97
1,Estados Unidos,ESTADOS UNIDOS,Manufacturas basadas en recursos naturales,88506622.98,77379527.71
1,Estados Unidos,ESTADOS UNIDOS,Manufacturas de alta tecnología,35889073.4,3312162.06
1,Estados Unidos,ESTADOS UNIDOS,Manufacturas de baja tecnología,97783328.6599999,13065190.14
1,Estados Unidos,ESTADOS UNIDOS,Manufacturas de tecnología media,32108290.52,10440598.21
1,Estados Unidos,ESTADOS UNIDOS,Otras transacciones,121510263.35000001,270310.14
1,Estonia,ESTONIA,Bienes primarios,1147877.84,162658
1,Etiopía,ETIOPIA,Bienes primarios,729,36
1,Etiopía,ETIOPIA,Otras transacciones,7674.48,219.38
1,Filipinas,FILIPINAS,Bienes primarios,150,11
1,Filipinas,FILIPINAS,Manufacturas basadas en recursos naturales,8140,598.14
1,Filipinas,FILIPINAS,Manufacturas de alta tecnología,20300,719.54
1,Filipinas,FILIPINAS,Manufacturas de baja tecnología,172467.72,39765.23
1,Filipinas,FILIPINAS,Manufacturas de tecnología media,31044,10054.77
1,Finlandia,FINLANDIA,Bienes primarios,5520604.08,1001182.28
1,Finlandia,FINLANDIA,Manufacturas basadas en recursos naturales,2006226.52,8802644
1,Francia,FRANCIA,Bienes primarios,15485897.540000001,19865879.6
1,Francia,FRANCIA,Manufacturas basadas en recursos naturales,5505096.37,3375616.64
1,Francia,FRANCIA,Manufacturas de alta tecnología,138134.83,172.9
1,Francia,FRANCIA,Manufacturas de baja tecnología,85983.79,6062.2
1,Francia,FRANCIA,Manufacturas de tecnología media,170794.83000000002,12017.58
1,Francia,FRANCIA,Otras transacciones,192,129.53
1,Gabón,GABON,Manufacturas basadas en recursos naturales,329334.6,130052.23
1,Georgia,GEORGIA,Bienes primarios,8145.88,1801.4
1,Georgia,GEORGIA,Manufacturas basadas en recursos naturales,38330.83,49975
1,Ghana,GHANA,Bienes primarios,53701.06,54797
1,Ghana,GHANA,Manufacturas de baja tecnología,168900,49289.85000000001
1,Ghana,GHANA,Manufacturas de tecnología media,25824.24,3000
1,Granada,GRANADA,Bienes primarios,9137.140000000001,481.08
1,Granada,GRANADA,Manufacturas basadas en recursos naturales,59474.36,63352.11
1,Granada,GRANADA,Manufacturas de baja tecnología,50,14.85
1,Granada,GRANADA,Otras transacciones,76,14.85
1,Grecia,GRECIA,Bienes primarios,2239403.82,424583
1,Grecia,GRECIA,Manufacturas basadas en recursos naturales,57186.93,23170
1,Grecia,GRECIA,Manufacturas de baja tecnología,7577,12.84
1,Guatemala,GUATEMALA,Bienes primarios,15133014.23,136539859.06
1,Guatemala,GUATEMALA,Manufacturas basadas en recursos naturales,3699408.95,1896954.32
1,Guatemala,GUATEMALA,Manufacturas de alta tecnología,1799076.71,135762.71
1,Guatemala,GUATEMALA,Manufacturas de baja tecnología,4965570.53,1209065.07
1,Guatemala,GUATEMALA,Manufacturas de tecnología media,13348408.670000002,3297460.59
1,Guatemala,GUATEMALA,Otras transacciones,164341.19999999998,8347.05
1,Guinea,GUINEA,Manufacturas basadas en recursos naturales,154033.03,92668.15000000001
1,Guyana,GUYANA,Bienes primarios,5200,26000
1,Guyana,GUYANA,Manufacturas basadas en recursos naturales,546331.21,789474.32
1,Guyana,GUYANA,Manufacturas de alta tecnología,139895.06,39005.59
1,Guyana,GUYANA,Manufacturas de baja tecnología,224294.41,118697.41
1,Guyana,GUYANA,Manufacturas de tecnología media,420646.74,296552.1
1,Guyana,GUYANA,Otras transacciones,22.5,6.75
1,Haití,HAITI,Bienes primarios,17808.81,16400
1,Haití,HAITI,Manufacturas basadas en recursos naturales,1285797.65,1870281
1,Haití,HAITI,Manufacturas de alta tecnología,63948.06,24100.3
1,Haití,HAITI,Manufacturas de baja tecnología,44589,24482.19
1,Haití,HAITI,Manufacturas de tecnología media,248871.32,156881.82
1,Honduras,HONDURAS,Bienes primarios,57026.65,5029.8
1,Honduras,HONDURAS,Manufacturas basadas en recursos naturales,1626692.8,1149093.44
1,Honduras,HONDURAS,Manufacturas de alta tecnología,1232104.2100000002,154991.87
1,Honduras,HONDURAS,Manufacturas de baja tecnología,1359916.22,285760.1
1,Honduras,HONDURAS,Manufacturas de tecnología media,4014300.41,1343148.92
1,Honduras,HONDURAS,Otras transacciones,57874.71,4563.01
1,Hungría,HUNGRIA,Bienes primarios,164556.75,584750.8
1,Hungría,HUNGRIA,Manufacturas de alta tecnología,11290.35,4976.790000000001
1,India,INDIA,Bienes primarios,7879047.38,638713.5
1,India,INDIA,Manufacturas basadas en recursos naturales,10807179.59,26942903
1,India,INDIA,Manufacturas de alta tecnología,312063.15,10242.61
1,India,INDIA,Manufacturas de baja tecnología,29512,77084
1,India,INDIA,Manufacturas de tecnología media,512155.36,346967
1,India,INDIA,Otras transacciones,29359212.86,392.65
1,Indonesia,INDONESIA,Bienes primarios,560413.18,77467
1,Indonesia,INDONESIA,Manufacturas de alta tecnología,66206.41,3430
1,Indonesia,INDONESIA,Manufacturas de baja tecnología,18273,23730
1,Indonesia,INDONESIA,Manufacturas de tecnología media,42494.49,18765.6
1,Irak,IRAK,Manufacturas de baja tecnología,1941.4,2
1,Irak,IRAK,Manufacturas de tecnología media,2145.84,83
1,Irlanda,IRLANDA,Bienes primarios,817996.53,297536.57
1,Irlanda,IRLANDA,Manufacturas basadas en recursos naturales,682123.4,3061612.35
1,Irlanda,IRLANDA,Manufacturas de alta tecnología,13387.7,40.8
1,Irlanda,IRLANDA,Manufacturas de tecnología media,98.36,1.5
1,Islandia,ISLANDIA,Bienes primarios,131868.96,20005
1,Israel,ISRAEL,Bienes primarios,24860727.2,224136144
1,Israel,ISRAEL,Manufacturas basadas en recursos naturales,366622.45,538948
1,Israel,ISRAEL,Manufacturas de alta tecnología,5000,0.1
1,Israel,ISRAEL,Manufacturas de baja tecnología,30121.28,3232
1,Italia,ITALIA,Bienes primarios,21588878.3,31164515.25
1,Italia,ITALIA,Manufacturas basadas en recursos naturales,791764.69,491019.22
1,Italia,ITALIA,Manufacturas de alta tecnología,418074.68,18833.58
1,Italia,ITALIA,Manufacturas de baja tecnología,752985.51,27064.53
1,Italia,ITALIA,Manufacturas de tecnología media,2272076.24,605901.32
1,Italia,ITALIA,Otras transacciones,4229959.7,95.86
1,Jamaica,JAMAICA,Bienes primarios,23349581.63,46498836.31
1,Jamaica,JAMAICA,Manufacturas basadas en recursos naturales,1293970.93,1500040.22
1,Jamaica,JAMAICA,Manufacturas de alta tecnología,259581.41999999998,58893.79
1,Jamaica,JAMAICA,Manufacturas de baja tecnología,552940.51,81940.78
1,Jamaica,JAMAICA,Manufacturas de tecnología media,529911.24,188757.25
1,Jamaica,JAMAICA,Otras transacciones,205.94,50.03
1,Japón,JAPON,Bienes primarios,35438109.05,90697900.93
1,Japón,JAPON,Manufacturas basadas en recursos naturales,1139420.55,40085.67
1,Japón,JAPON,Manufacturas de baja tecnología,288534.05,9900.01
1,Japón,JAPON,Manufacturas de tecnología media,2278738.51,669146
1,Jordania,JORDANIA,Bienes primarios,799550.89,92474
1,Kazajstán,KAZAJSTAN,Bienes primarios,1218958.14,199071.66
1,Kazajstán,KAZAJSTAN,Manufacturas de tecnología media,11391.28,568
1,Kenia,KENIA,Bienes primarios,43183.159999999996,3834
1,Kirguizistán,KIRGUIZISTAN,Bienes primarios,46278.4,7319
1,Kuwait,KUWAIT,Bienes primarios,424649.67,60359.15
1,Kuwait,KUWAIT,Manufacturas basadas en recursos naturales,1624.4,248
1,Kuwait,KUWAIT,Manufacturas de baja tecnología,187457.59,894.86
1,Kuwait,KUWAIT,Manufacturas de tecnología media,28328.14,2797.82
1,Letonia,LETONIA,Bienes primarios,199822.65,20947.5
1,Letonia,LETONIA,Manufacturas basadas en recursos naturales,288269.45,424550
1,Letonia,LETONIA,Manufacturas de tecnología media,228862.88,63.65
1,Libia,LIBIA,Manufacturas de tecnología media,3093.42,196.64
1,Lituania,LITUANIA,Manufacturas basadas en recursos naturales,36675,45000
1,Líbano,LIBANO,Bienes primarios,1157350.71,178226.53999999998
1,Macedonia,MACEDONIA,Bienes primarios,47261.97,500
1,Macedonia,MACEDONIA,Manufacturas basadas en recursos naturales,56775,75000
1,Malaysia,MALAYSIA,Bienes primarios,13979904.38,1988080.65
1,Malaysia,MALAYSIA,Manufacturas basadas en recursos naturales,11239367.17,21837105.87
1,Malaysia,MALAYSIA,Manufacturas de baja tecnología,75125.56,36318.73
1,Malaysia,MALAYSIA,Manufacturas de tecnología media,34661.69,114960
1,Marruecos,MARRUECOS,Bienes primarios,6050835.109999999,54211909
1,Marruecos,MARRUECOS,Manufacturas basadas en recursos naturales,32725.68,20000
1,Marruecos,MARRUECOS,Manufacturas de tecnología media,205540,250000
1,Mauricio,MAURICIO,Manufacturas de baja tecnología,9090.77,54.38
1,Moldavia,MOLDAVIA,Bienes primarios,59411.27,7873
1,México,MEXICO,Bienes primarios,10634999.11,1521386.3800000001
1,México,MEXICO,Manufacturas basadas en recursos naturales,12134091.3,15026873.88
1,México,MEXICO,Manufacturas de alta tecnología,4894516.72,582029.18
1,México,MEXICO,Manufacturas de baja tecnología,12167519.17,3010334.32
1,México,MEXICO,Manufacturas de tecnología media,28189013.8,7052068.69
1,México,MEXICO,Otras transacciones,124407.58,8675.85
1,Nicaragua,NICARAGUA,Bienes primarios,30055.010000000002,105000
1,Nicaragua,NICARAGUA,Manufacturas basadas en recursos naturales,910935.0599999999,177282.64
1,Nicaragua,NICARAGUA,Manufacturas de alta tecnología,267395.73,6441.64
1,Nicaragua,NICARAGUA,Manufacturas de baja tecnología,856305.73,138198.27000000002
1,Nicaragua,NICARAGUA,Manufacturas de tecnología media,1237079.07,399339.59
1,Nigeria,NIGERIA,Bienes primarios,981083.3,853956
1,Nigeria,NIGERIA,Manufacturas de alta tecnología,70879.33,253.65
1,Nigeria,NIGERIA,Manufacturas de tecnología media,10851,1188
1,Noruega,NORUEGA,Bienes primarios,1303267.7100000002,210226.75
1,Noruega,NORUEGA,Manufacturas basadas en recursos naturales,4535726.149999999,15556310
1,Noruega,NORUEGA,Manufacturas de baja tecnología,147155.95,47758.99
1,Nueva Zelanda,NUEVA ZELANDA,Bienes primarios,1782851.6099999999,247745.9
1,Nueva Zelanda,NUEVA ZELANDA,Manufacturas de alta tecnología,168151.36,5528.95
1,Nueva Zelanda,NUEVA ZELANDA,Manufacturas de baja tecnología,106456.5,3861.2200000000003
1,Nueva Zelanda,NUEVA ZELANDA,Manufacturas de tecnología media,17870,500
1,Omán,OMAN,Bienes primarios,234291.04,30872
1,Omán,OMAN,Manufacturas basadas en recursos naturales,17750,25000
1,Omán,OMAN,Manufacturas de alta tecnología,205649.13,5490
1,Omán,OMAN,Manufacturas de baja tecnología,6518.55,33.949999999999996
1,Pakistán,PAKISTAN,Manufacturas basadas en recursos naturales,71765.19,62680.2
1,Panamá,PANAMA,Bienes primarios,75617327.03,153537844.9
1,Panamá,PANAMA,Manufacturas basadas en recursos naturales,7455653.88,6189866.88
1,Panamá,PANAMA,Manufacturas de alta tecnología,4476638.96,481076.25
1,Panamá,PANAMA,Manufacturas de baja tecnología,4602228.43,1050144.9200000002
1,Panamá,PANAMA,Manufacturas de tecnología media,5780874.2,1517423.82
1,Panamá,PANAMA,Otras transacciones,242170.82,20811.43
1,Paraguay,PARAGUAY,Bienes primarios,215121.11,13616.15
1,Paraguay,PARAGUAY,Manufacturas basadas en recursos naturales,334664.04,338567.99
1,Paraguay,PARAGUAY,Manufacturas de alta tecnología,153302.95,42587.280000000006
1,Paraguay,PARAGUAY,Manufacturas de baja tecnología,524723.87,78450.97
1,Paraguay,PARAGUAY,Manufacturas de tecnología media,693648.21,179498.83
1,Paraguay,PARAGUAY,Otras transacciones,92808.07,11037.449999999999
1,Países Bajos,PAISES BAJOS,Bienes primarios,77565091.89999999,412591056.68
1,Países Bajos,PAISES BAJOS,Manufacturas basadas en recursos naturales,3948121.23,3926944.8
1,Países Bajos,PAISES BAJOS,Manufacturas de alta tecnología,138460.92,2946.5
1,Países Bajos,PAISES BAJOS,Manufacturas de baja tecnología,1042407.78,76452.99
1,Países Bajos,PAISES BAJOS,Manufacturas de tecnología media,9851631.839999998,2929040.25
1,Países Bajos,PAISES BAJOS,Otras transacciones,4145.42,242.86
1,Perú,PERU,Bienes primarios,33912554.79,58161996.12
1,Perú,PERU,Manufacturas basadas en recursos naturales,24334310.71,27185928.95
1,Perú,PERU,Manufacturas de alta tecnología,6507755.5,675723.75
1,Perú,PERU,Manufacturas de baja tecnología,11490001.209999999,1754171.6099999999
1,Perú,PERU,Manufacturas de tecnología media,32480367.14,11739979.68
1,Perú,PERU,Otras transacciones,727933.69,258782.67
1,Polonia,POLONIA,Bienes primarios,14947321.16,130405300.08
1,Polonia,POLONIA,Manufacturas basadas en recursos naturales,319043.52,426003.61
1,Polonia,POLONIA,Manufacturas de alta tecnología,563113.19,2278.33
1,Polonia,POLONIA,Manufacturas de baja tecnología,816.9,297
1,Polonia,POLONIA,Manufacturas de tecnología media,6251.09,56.5
1,Portugal,PORTUGAL,Bienes primarios,4606617.38,5620393.91
1,Portugal,PORTUGAL,Manufacturas de alta tecnología,59392,538
1,Portugal,PORTUGAL,Manufacturas de baja tecnología,37965.74,10124.05
1,Portugal,PORTUGAL,Manufacturas de tecnología media,2298.76,977.35
1,Portugal,PORTUGAL,Otras transacciones,100,19.2
1,Qatar,QATAR,Bienes primarios,72565.37,11670.6
1,Qatar,QATAR,Manufacturas de alta tecnología,400,124
1,Qatar,QATAR,Manufacturas de baja tecnología,8577.5,21.18
1,Reino Unido,REINO UNIDO,Bienes primarios,35313557.14,86518186.15
1,Reino Unido,REINO UNIDO,Manufacturas basadas en recursos naturales,9258105.290000001,27221156.24
1,Reino Unido,REINO UNIDO,Manufacturas de alta tecnología,186941.37999999998,3638.53
1,Reino Unido,REINO UNIDO,Manufacturas de baja tecnología,168183.76,14793.07
1,Reino Unido,REINO UNIDO,Manufacturas de tecnología media,621107.09,345601.37
1,Reino Unido,REINO UNIDO,Otras transacciones,210,101.66999999999999
1,Rep democrática Del Congo,REP DEMOCRATICA DEL CONGO,Bienes primarios,30033.89,26550
1,República Checa,REPUBLICA CHECA,Bienes primarios,305214.91000000003,43434.25
1,República Checa,REPUBLICA CHECA,Manufacturas de baja tecnología,65091.31,13076.9
1,República Del Congo,REPUBLICA DEL CONGO,Bienes primarios,750,64.8
1,República Del Congo,REPUBLICA DEL CONGO,Manufacturas basadas en recursos naturales,295714.92000000004,143318.22
1,República Del Congo,REPUBLICA DEL CONGO,Manufacturas de baja tecnología,29.85,10.35
1,República Del Congo,REPUBLICA DEL CONGO,Otras transacciones,4.4,4.14
1,República Dominicana,REPUBLICA DOMINICANA,Bienes primarios,14140748.71,145926347.28
1,República Dominicana,REPUBLICA DOMINICANA,Manufacturas basadas en recursos naturales,8669852.44,9852258
1,República Dominicana,REPUBLICA DOMINICANA,Manufacturas de alta tecnología,2364099.51,323059.34
1,República Dominicana,REPUBLICA DOMINICANA,Manufacturas de baja tecnología,3638728.93,709674.8
1,República Dominicana,REPUBLICA DOMINICANA,Manufacturas de tecnología media,9089642.22,3444878.57
1,República Dominicana,REPUBLICA DOMINICANA,Otras transacciones,292420.48,10665.41
1,Rumania,RUMANIA,Bienes primarios,235356.66999999998,40788.4
1,Rusia,RUSIA,Bienes primarios,6276862.2,1557799.61
1,Rusia,RUSIA,Manufacturas basadas en recursos naturales,3888,400
1,Rusia,RUSIA,Manufacturas de baja tecnología,371911.2,15490.47
1,San Cristóbal Y Nieves,SAN CRISTOBAL Y NIEVES,Manufacturas basadas en recursos naturales,36745.05,32618.26
