Mes,Departamento,Departamento_join,Nivel tecnologico,fob_total,kg_total
4,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,63927150.24,11260019.83
4,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,53896671.2,21778492.73
4,Antioquia,ANTIOQUIA,Otras transacciones,321233129.58,25108.58
4,Arauca,ARAUCA,Bienes primarios,729.48,100
4,Arauca,ARAUCA,Manufacturas basadas en recursos naturales,5019.64,2233.54
4,Arauca,ARAUCA,Manufacturas de baja tecnología,3264.4,235.66
4,Arauca,ARAUCA,Manufacturas de tecnología media,386618.78,73456.4
4,Atlántico,ATLANTICO,Bienes primarios,5582267.54,3433784.7800000003
4,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,33967192.83,48864989.58
4,Atlántico,ATLANTICO,Manufacturas de alta tecnología,8731516.83,1705205.1300000001
4,Atlántico,ATLANTICO,Manufacturas de baja tecnología,66107692.89,9806665.25
4,Atlántico,ATLANTICO,Manufacturas de tecnología media,21258098.86,6524269.99
4,Atlántico,ATLANTICO,Otras transacciones,21443.780000000002,4390.25
4,Bogotá,BOGOTA D.C.,Bienes primarios,224638898.78,28226311.4
4,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,93392581.5,84971163.39
4,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,51298982.1,864114.04
4,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,42070976.36,5867121.04
4,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,78250577.48,9893493.42
4,Bogotá,BOGOTA D.C.,Otras transacciones,5100953.92,567027.53
4,Bolívar,BOLIVAR,Bienes primarios,63208899.800000004,86977020.57
4,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,25490461.82,23015462.53
4,Bolívar,BOLIVAR,Manufacturas de alta tecnología,564123.89,22336.66
4,Bolívar,BOLIVAR,Manufacturas de baja tecnología,24222196.99,6584213.68
4,Bolívar,BOLIVAR,Manufacturas de tecnología media,109563231.55,76936012.7
4,Bolívar,BOLIVAR,Otras transacciones,606055.84,29493.899999999998
4,Boyacá,BOYACA,Bienes primarios,1192947.71,453034.01
4,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,27561397.96,84583620.88
4,Boyacá,BOYACA,Manufacturas de alta tecnología,174255.14,1502.63
4,Boyacá,BOYACA,Manufacturas de baja tecnología,21000,0.33
4,Boyacá,BOYACA,Manufacturas de tecnología media,15254.759999999998,2980.78
4,Caldas,CALDAS,Bienes primarios,81783806.13,9453517.55
4,Caldas,CALDAS,Manufacturas basadas en recursos naturales,11638508.58,5634017.9
4,Caldas,CALDAS,Manufacturas de alta tecnología,522319.41,28474.57
4,Caldas,CALDAS,Manufacturas de baja tecnología,3369973.74,793572.19
4,Caldas,CALDAS,Manufacturas de tecnología media,10801864.87,2608280.21
4,Caldas,CALDAS,Otras transacciones,180720.75,1214.07
4,Casanare,CASANARE,Bienes primarios,49032876.82,111291348
4,Cauca,CAUCA,Bienes primarios,2454666.32,314315
4,Cauca,CAUCA,Manufacturas basadas en recursos naturales,10447661.98,13099742.74
4,Cauca,CAUCA,Manufacturas de baja tecnología,639338.37,175430.87
4,Cauca,CAUCA,Manufacturas de tecnología media,4207892.5200000005,2512589.39
4,Cauca,CAUCA,Otras transacciones,251.56,61.45
4,Cesar,CESAR,Bienes primarios,173479789.97,1904711215
4,Cesar,CESAR,Manufacturas basadas en recursos naturales,502175.54,1467150
4,Cesar,CESAR,Manufacturas de baja tecnología,1183.37,6.5
4,Chocó,CHOCO,Bienes primarios,12847,0.32
4,Chocó,CHOCO,Manufacturas basadas en recursos naturales,1339634.35,2694456.86
4,Chocó,CHOCO,Otras transacciones,906886.9,11.12
4,Cundinamarca,CUNDINAMARCA,Bienes primarios,111474265.76,99033073.44
4,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,21257410.59,28339229.93
4,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,12917603.19,810175.49
4,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,18020435.89,3408651.38
4,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,52168569.93,9293983.17
4,Cundinamarca,CUNDINAMARCA,Otras transacciones,708089.59,155242.69
4,Córdoba,CORDOBA,Bienes primarios,11390200.22,93781595.08
4,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,477193.85,1626751.47
4,Córdoba,CORDOBA,Manufacturas de alta tecnología,2184.97,10.52
4,Córdoba,CORDOBA,Manufacturas de baja tecnología,7751.03,494.13
4,Córdoba,CORDOBA,Manufacturas de tecnología media,43961591.55,13704950.27
4,Guainía,GUAINIA,Manufacturas de tecnología media,1551.95,1280
4,Guajira,LA GUAJIRA,Bienes primarios,63347820.29,675877960
4,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,4586.91,3200
4,Guajira,LA GUAJIRA,Manufacturas de alta tecnología,3475.64,38.87
4,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,847.36,4
4,Guajira,LA GUAJIRA,Manufacturas de tecnología media,702030.8200000001,480517.24
4,Huila,HUILA,Bienes primarios,112024509.71,14027363.31
4,Huila,HUILA,Manufacturas basadas en recursos naturales,89924.72,41465.2
4,Huila,HUILA,Manufacturas de baja tecnología,121.19,27.5
4,Huila,HUILA,Manufacturas de tecnología media,46142,3683
4,Magdalena,MAGDALENA,Bienes primarios,65481587.589999996,108651547.01
4,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,325348.37,299645.44
4,Magdalena,MAGDALENA,Manufacturas de baja tecnología,3334.29,154
4,Magdalena,MAGDALENA,Manufacturas de tecnología media,392166.2,740568.2
4,Magdalena,MAGDALENA,Otras transacciones,50,50
4,Meta,META,Bienes primarios,16501265.530000001,36368345.4
4,Meta,META,Manufacturas basadas en recursos naturales,20337.32,3696
4,Meta,META,Manufacturas de alta tecnología,18710.95,1190
4,Meta,META,Manufacturas de baja tecnología,10388.72,1518.35
4,Meta,META,Manufacturas de tecnología media,191751.69,304170.75
4,Meta,META,Otras transacciones,0.53,5
4,Nariño,NARINO,Bienes primarios,4488959.9,491923.9
4,Nariño,NARINO,Manufacturas basadas en recursos naturales,198958.38999999998,269747.18
4,Nariño,NARINO,Manufacturas de alta tecnología,44297,245.6
4,Nariño,NARINO,Manufacturas de baja tecnología,10083.35,1445.76
4,Nariño,NARINO,Manufacturas de tecnología media,56285.49,24804.1
4,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,81650162.67,792597161.06
4,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,18069721.2,66572818.46
4,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,230468.19,14771
4,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,4599511.93,3783597.07
4,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,2860261.17,1073109.58
4,Putumayo,PUTUMAYO,Bienes primarios,23432989.47,55523958
4,Quindío,QUINDIO,Bienes primarios,27552924.05,4312413.62
4,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,1205126.8499999999,202094.1
4,Quindío,QUINDIO,Manufacturas de baja tecnología,43272.36,12261.710000000001
4,Quindío,QUINDIO,Manufacturas de tecnología media,208478.63,146534
4,Quindío,QUINDIO,Otras transacciones,90,39
4,Risaralda,RISARALDA,Bienes primarios,13786717.82,3466353.7199999997
4,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,14264696.33,9051835.23
4,Risaralda,RISARALDA,Manufacturas de alta tecnología,17907852.73,1411971.5
4,Risaralda,RISARALDA,Manufacturas de baja tecnología,1541113.25,274822.3
4,Risaralda,RISARALDA,Manufacturas de tecnología media,3677168.4499999997,250472.08
4,Risaralda,RISARALDA,Otras transacciones,13.66,4.25
4,Santander,SANTANDER,Bienes primarios,46051318.44,10411386.34
4,Santander,SANTANDER,Manufacturas basadas en recursos naturales,17057671.56,18573969.79
4,Santander,SANTANDER,Manufacturas de alta tecnología,35409.2,38.019999999999996
4,Santander,SANTANDER,Manufacturas de baja tecnología,2760862.19,624445.4099999999
4,Santander,SANTANDER,Manufacturas de tecnología media,5764785.81,1487274.17
4,Santander,SANTANDER,Otras transacciones,55,7.819999999999999
4,Sucre,SUCRE,Bienes primarios,951627.8200000001,730540
4,Sucre,SUCRE,Manufacturas basadas en recursos naturales,212126.12,1204500
4,Tolima,TOLIMA,Bienes primarios,9558186.58,943926.04
4,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,251447.25,91777.5
4,Tolima,TOLIMA,Manufacturas de baja tecnología,105505.76,13219.41
4,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,30860668.06,8203581.04
4,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,75904912.95,66611509.41
4,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,25462809.08,5528008.99
4,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,20452116.07,5896476.66
4,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,48822213.77,20318137.85
4,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,148109.67,10512.15
5,Antioquia,ANTIOQUIA,Bienes primarios,338645932.48,243155306.2
5,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,43098909.06,23248398.39
5,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,6230127.44,665766.67
5,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,63511185.43,10961057.68
5,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,66313980.03,25876393.17
5,Antioquia,ANTIOQUIA,Otras transacciones,322516686.59,45620.44
5,Arauca,ARAUCA,Manufacturas basadas en recursos naturales,25931.21,7002.969999999999
5,Arauca,ARAUCA,Manufacturas de alta tecnología,371.9299999999999,67
5,Arauca,ARAUCA,Manufacturas de baja tecnología,26876.72,13721.32
5,Arauca,ARAUCA,Manufacturas de tecnología media,123242.61,18630
5,Atlántico,ATLANTICO,Bienes primarios,3448948.38,2617738.58
5,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,54574980.75,54077199.1
5,Atlántico,ATLANTICO,Manufacturas de alta tecnología,7242256.8,1021890.3099999999
5,Atlántico,ATLANTICO,Manufacturas de baja tecnología,81180494.5199999,11733623.24
5,Atlántico,ATLANTICO,Manufacturas de tecnología media,33479530.55,9944765.629999999
5,Atlántico,ATLANTICO,Otras transacciones,75790.59,12407
5,Bogotá,BOGOTA D.C.,Bienes primarios,192378737.92000002,25254849.56
5,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,92219871.69,83461954.75
5,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,27283644,576141.29
5,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,44886373.89,6473761.87
5,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,60767896.9,10785806.49
5,Bogotá,BOGOTA D.C.,Otras transacciones,8328995.57,546425.05
5,Bolívar,BOLIVAR,Bienes primarios,5457055.82,1554876.03
5,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,26692265.57,26569579.04
5,Bolívar,BOLIVAR,Manufacturas de alta tecnología,249542.18,14426.91
5,Bolívar,BOLIVAR,Manufacturas de baja tecnología,22604376.290000003,6216907.69
5,Bolívar,BOLIVAR,Manufacturas de tecnología media,101932129.15,73073729.59
5,Bolívar,BOLIVAR,Otras transacciones,363457.94,25400.14
5,Boyacá,BOYACA,Bienes primarios,1022235.58,626961.6
5,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,33063711.14,125298951.83
5,Boyacá,BOYACA,Manufacturas de baja tecnología,21650.8,3564.8199999999997
5,Boyacá,BOYACA,Manufacturas de tecnología media,17816.76,4128
5,Caldas,CALDAS,Bienes primarios,77080361.19,9115032.2
5,Caldas,CALDAS,Manufacturas basadas en recursos naturales,10648107.02,5364471.37
5,Caldas,CALDAS,Manufacturas de alta tecnología,316328.08,17001.51
5,Caldas,CALDAS,Manufacturas de baja tecnología,4081678.3,958040.17
5,Caldas,CALDAS,Manufacturas de tecnología media,5097759.390000001,1441292.28
5,Caldas,CALDAS,Otras transacciones,1184.56,1039.03
5,Caquetá,CAQUETA,Manufacturas de baja tecnología,8477.28,1846.8300000000002
5,Casanare,CASANARE,Bienes primarios,35911678.78,84821499
5,Casanare,CASANARE,Manufacturas de tecnología media,141506.64,26100
5,Cauca,CAUCA,Bienes primarios,3908992.24,825962.41
5,Cauca,CAUCA,Manufacturas basadas en recursos naturales,4564486.65,6081743.83
5,Cauca,CAUCA,Manufacturas de baja tecnología,730059.24,180045.96
5,Cauca,CAUCA,Manufacturas de tecnología media,4949420.7,2851014.4
5,Cauca,CAUCA,Otras transacciones,139657.55,1.97
5,Cesar,CESAR,Bienes primarios,88090652.26,995875511
5,Cesar,CESAR,Manufacturas basadas en recursos naturales,386115.31999999995,911903
5,Cesar,CESAR,Manufacturas de tecnología media,129217.49,406558
5,Chocó,CHOCO,Bienes primarios,22595.52,0.6
5,Chocó,CHOCO,Manufacturas basadas en recursos naturales,491727.87,1628831.8
5,Cundinamarca,CUNDINAMARCA,Bienes primarios,177964719.8199999,231023318.99
5,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,24234448.919999998,45281235.76
5,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,10278438.92,463111.61
5,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,21633635.04,4051975.24
5,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,43257910.96,9287302.87
5,Cundinamarca,CUNDINAMARCA,Otras transacciones,482533.49,88139.93
5,Córdoba,CORDOBA,Bienes primarios,8539057.21,32160566.95
5,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,553546.46,569316.8
5,Córdoba,CORDOBA,Manufacturas de baja tecnología,108846.86,107198.8
5,Córdoba,CORDOBA,Manufacturas de tecnología media,38068244.160000004,10816203.71
5,Guainía,GUAINIA,Manufacturas de tecnología media,6547.55,3748.8
5,Guajira,LA GUAJIRA,Bienes primarios,284351673.38,3933984935
5,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,79253.33,69884
5,Guajira,LA GUAJIRA,Manufacturas de alta tecnología,132652.53,4570.4
5,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,89392.25,28983
5,Guajira,LA GUAJIRA,Manufacturas de tecnología media,1309770.86,831063.01
5,Huila,HUILA,Bienes primarios,87942229.32,11373598.49
5,Huila,HUILA,Manufacturas basadas en recursos naturales,32400,20000
5,Magdalena,MAGDALENA,Bienes primarios,67645991.42,106628134.7
5,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,1577749.04,1339566.29
5,Magdalena,MAGDALENA,Manufacturas de baja tecnología,12976,827.1
5,Magdalena,MAGDALENA,Manufacturas de tecnología media,593845.45,1168797.29
5,Meta,META,Bienes primarios,40809100.31,98019609
5,Meta,META,Manufacturas basadas en recursos naturales,5443.85,106.04
5,Meta,META,Manufacturas de alta tecnología,81576,5222
5,Meta,META,Manufacturas de baja tecnología,75784.76999999999,1569.8
5,Meta,META,Manufacturas de tecnología media,1036372.34,955732
5,Nariño,NARINO,Bienes primarios,2137435.02,218616.4
5,Nariño,NARINO,Manufacturas basadas en recursos naturales,37518.01,53977.68
5,Nariño,NARINO,Manufacturas de alta tecnología,16399.39,1110.5
5,Nariño,NARINO,Manufacturas de baja tecnología,17469.04,1805.88
5,Nariño,NARINO,Manufacturas de tecnología media,158722.82,80914.51
5,Nariño,NARINO,Otras transacciones,1145854.82,12.21
5,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,29150183.9,258136471.07
5,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,54072348.71,257747365.57
5,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,604830.84,37127.4
5,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,2708344.37,1753593.64
5,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,2634914.96,1315246.92
5,Norte de Santander,NORTE DE SANTANDER,Otras transacciones,11561.07,6817.2
5,Quindío,QUINDIO,Bienes primarios,31423540.900000002,4456134.77
5,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,1389689.95,302791.61
5,Quindío,QUINDIO,Manufacturas de baja tecnología,63836.76,22783.6
5,Quindío,QUINDIO,Manufacturas de tecnología media,147847.59,183912
5,Quindío,QUINDIO,Otras transacciones,200,28
5,Risaralda,RISARALDA,Bienes primarios,22268578.580000002,5875481.899999999
5,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,21602717.18,12515323.59
5,Risaralda,RISARALDA,Manufacturas de alta tecnología,16491448.87,1548928.37
5,Risaralda,RISARALDA,Manufacturas de baja tecnología,1705583.3499999999,286262.21
5,Risaralda,RISARALDA,Manufacturas de tecnología media,8327793.51,553607.61
5,San Andrés,SAN ANDRES Y PROVIDENCIA,Manufacturas basadas en recursos naturales,34461.71,29989
5,San Andrés,SAN ANDRES Y PROVIDENCIA,Manufacturas de tecnología media,170,2200
5,Santander,SANTANDER,Bienes primarios,27238801.830000002,21912501.66
5,Santander,SANTANDER,Manufacturas basadas en recursos naturales,17107176.74,18741177.78
5,Santander,SANTANDER,Manufacturas de alta tecnología,28579.81,59.74
5,Santander,SANTANDER,Manufacturas de baja tecnología,2824610.71,480563.18
5,Santander,SANTANDER,Manufacturas de tecnología media,2340372.39,315994.43
5,Santander,SANTANDER,Otras transacciones,104,10.7
5,Sucre,SUCRE,Bienes primarios,32255290,77693264
5,Sucre,SUCRE,Manufacturas basadas en recursos naturales,470770.80000000005,2376593
5,Tolima,TOLIMA,Bienes primarios,13012717.21,1377226.6
5,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,320630.36,160949.2
5,Tolima,TOLIMA,Manufacturas de baja tecnología,77281.35,6642.69
5,Tolima,TOLIMA,Manufacturas de tecnología media,70605.48,6984.99
5,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,38392296.28,9222759.36
5,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,75406287.45,64572720.63
5,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,34811706.59,9734999.39
5,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,26436378.02,7677520.93
5,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,50675906.62,20944546.97
5,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,2018717.6,34193.68
6,Antioquia,ANTIOQUIA,Bienes primarios,254286459.0899999,153867493.56
6,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,41803567.01,15770622.11
6,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,8715041.91,884836.54
6,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,54342780.6,8995542.07
6,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,58782707.47,20899788.87
6,Antioquia,ANTIOQUIA,Otras transacciones,269522306.95,20380.48
6,Arauca,ARAUCA,Manufacturas basadas en recursos naturales,108.72,15.66
6,Arauca,ARAUCA,Manufacturas de baja tecnología,2401.44,35.86
6,Arauca,ARAUCA,Manufacturas de tecnología media,51848,7900
6,Atlántico,ATLANTICO,Bienes primarios,3813766.41,9825699.89
6,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,40906994.839999996,15926504.54
6,Atlántico,ATLANTICO,Manufacturas de alta tecnología,7750777.9,1061592.42
6,Atlántico,ATLANTICO,Manufacturas de baja tecnología,81249551.01,12478987.62
6,Atlántico,ATLANTICO,Manufacturas de tecnología media,30124068.400000002,7658114.48
6,Atlántico,ATLANTICO,Otras transacciones,52861.29999999999,8531.71
6,Bogotá,BOGOTA D.C.,Bienes primarios,219609936.53,30052715.57
6,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,83319736.39,79016574.62
6,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,25892635.76,758318.49
6,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,38026405.41,5908201.72
6,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,70448419.79,18637637.93
6,Bogotá,BOGOTA D.C.,Otras transacciones,6225981.86,538552.06
6,Bolívar,BOLIVAR,Bienes primarios,37843433.5,80291526.82
6,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,17860923.89,14592934.73
6,Bolívar,BOLIVAR,Manufacturas de alta tecnología,515252.60000000003,17238.82
6,Bolívar,BOLIVAR,Manufacturas de baja tecnología,21058520.77,6021715.51
6,Bolívar,BOLIVAR,Manufacturas de tecnología media,101392693.29999998,64525086.63
6,Bolívar,BOLIVAR,Otras transacciones,2522.91,297.5
6,Boyacá,BOYACA,Bienes primarios,24124651.57,182800283.26
6,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,28578686.44,120897472.04
6,Boyacá,BOYACA,Manufacturas de alta tecnología,4430,2.9000000000000004
6,Boyacá,BOYACA,Manufacturas de baja tecnología,42052.99,162.92999999999998
6,Boyacá,BOYACA,Manufacturas de tecnología media,18596.46,1484.27
6,Caldas,CALDAS,Bienes primarios,114705718.11999999,11985434.63
6,Caldas,CALDAS,Manufacturas basadas en recursos naturales,12715096.39,6799930.52
6,Caldas,CALDAS,Manufacturas de alta tecnología,662512.45,41391.33
6,Caldas,CALDAS,Manufacturas de baja tecnología,3798160.3,923439.34
6,Caldas,CALDAS,Manufacturas de tecnología media,5069049,1389134.69
6,Caldas,CALDAS,Otras transacciones,1207.6799999999998,802.25
6,Caquetá,CAQUETA,Manufacturas basadas en recursos naturales,11747.55,39389.64
6,Caquetá,CAQUETA,Manufacturas de baja tecnología,6743.21,141.7
6,Casanare,CASANARE,Bienes primarios,68124952.35,147218589
6,Casanare,CASANARE,Manufacturas de tecnología media,1135.79,4.3100000000000005
6,Cauca,CAUCA,Bienes primarios,1573819.6,203059
6,Cauca,CAUCA,Manufacturas basadas en recursos naturales,3127227.36,3823471.92
6,Cauca,CAUCA,Manufacturas de baja tecnología,432529.81,130565.59
6,Cauca,CAUCA,Manufacturas de tecnología media,7000146.16,3262850.27
6,Cesar,CESAR,Bienes primarios,136629556.94,1566022869
6,Cesar,CESAR,Manufacturas basadas en recursos naturales,260808.53,296756
6,Cesar,CESAR,Manufacturas de tecnología media,305684.4,843790
6,Chocó,CHOCO,Bienes primarios,44995.05,0.99
6,Chocó,CHOCO,Manufacturas basadas en recursos naturales,286684.18,646595.14
6,Chocó,CHOCO,Otras transacciones,3515283.82,37.95
6,Cundinamarca,CUNDINAMARCA,Bienes primarios,129566316.9,88822873.75
6,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,25435800.09,50381047.33
6,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,16306951.790000001,858184.95
6,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,18750905.8,3440763.23
6,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,39338472.36,7909030.14
6,Cundinamarca,CUNDINAMARCA,Otras transacciones,542718.27,49586.93
6,Córdoba,CORDOBA,Bienes primarios,9551208.53,47585926.25
6,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,207361.65,316553.7
6,Córdoba,CORDOBA,Manufacturas de baja tecnología,551.15,6.24
6,Córdoba,CORDOBA,Manufacturas de tecnología media,36794941.3,11272587
6,Guajira,LA GUAJIRA,Bienes primarios,129979950.91,1789966501.67
6,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,554042.71,184410
6,Guajira,LA GUAJIRA,Manufacturas de alta tecnología,134941.99,4446
6,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,200366.58,45289.87
6,Guajira,LA GUAJIRA,Manufacturas de tecnología media,824730.14,464061.38
6,Huila,HUILA,Bienes primarios,76930844.82,9357494.27
6,Huila,HUILA,Manufacturas basadas en recursos naturales,31232.39,22223.5
6,Huila,HUILA,Manufacturas de alta tecnología,21171.13,11287
6,Huila,HUILA,Manufacturas de baja tecnología,164.25,17.19
6,Huila,HUILA,Manufacturas de tecnología media,182458.03,4483.2
6,Huila,HUILA,Otras transacciones,11.56,7.77
6,Magdalena,MAGDALENA,Bienes primarios,51727420.81,69313157.86
6,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,564814.2,445205.6
6,Magdalena,MAGDALENA,Manufacturas de alta tecnología,23172.02,348.80999999999995
6,Magdalena,MAGDALENA,Manufacturas de baja tecnología,50248.12,2985
6,Magdalena,MAGDALENA,Manufacturas de tecnología media,82736.23,30584.3
6,Meta,META,Bienes primarios,59988271.230000004,131199627.6
6,Meta,META,Manufacturas basadas en recursos naturales,5037,876
6,Meta,META,Manufacturas de alta tecnología,14454,1220
6,Meta,META,Manufacturas de baja tecnología,0.02,0.5
6,Meta,META,Manufacturas de tecnología media,157227.03,248360.8
6,Meta,META,Otras transacciones,1.66,0.5
6,Nariño,NARINO,Bienes primarios,14062179.09,1509166.05
6,Nariño,NARINO,Manufacturas basadas en recursos naturales,37257.95,32166
6,Nariño,NARINO,Manufacturas de alta tecnología,69116.42,2503
6,Nariño,NARINO,Manufacturas de baja tecnología,64336.83,12737.42
6,Nariño,NARINO,Manufacturas de tecnología media,69386.18,24210.12
6,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,25162445.27,208519946.2
6,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,24121540.330000002,100991776.74
6,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,90192.56,8013.4
6,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,3318059.29,2139429.4699999997
6,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,2257197.89,998948.1799999999
6,Norte de Santander,NORTE DE SANTANDER,Otras transacciones,5.8,8.1
6,Quindío,QUINDIO,Bienes primarios,34016741.79,5940766.19
6,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,968807.83,135128.44999999998
6,Quindío,QUINDIO,Manufacturas de alta tecnología,44040,316.8
6,Quindío,QUINDIO,Manufacturas de baja tecnología,6598.910000000001,691
6,Quindío,QUINDIO,Manufacturas de tecnología media,148331.64,61793
6,Risaralda,RISARALDA,Bienes primarios,25750523.5,8711986.27
6,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,13171777.18,7027380.97
6,Risaralda,RISARALDA,Manufacturas de alta tecnología,19648387.13,1508241.01
6,Risaralda,RISARALDA,Manufacturas de baja tecnología,1342110.49,293142.19
6,Risaralda,RISARALDA,Manufacturas de tecnología media,2291431.37,182356.2
6,Risaralda,RISARALDA,Otras transacciones,54986.06,2887.39
6,Santander,SANTANDER,Bienes primarios,17785985.95,6357641.89
6,Santander,SANTANDER,Manufacturas basadas en recursos naturales,15933124.209999999,17917385.04
6,Santander,SANTANDER,Manufacturas de alta tecnología,8269.66,19.11
6,Santander,SANTANDER,Manufacturas de baja tecnología,2863781.18,620140.87
6,Santander,SANTANDER,Manufacturas de tecnología media,3337445.75,1000438.2
6,Santander,SANTANDER,Otras transacciones,7.5,0.6
6,Sucre,SUCRE,Bienes primarios,169310.9,180965
6,Sucre,SUCRE,Manufacturas basadas en recursos naturales,206395,1005000
6,Sucre,SUCRE,Manufacturas de tecnología media,340,800
6,Tolima,TOLIMA,Bienes primarios,11638710.63,749601.2
6,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,319860.85,105766.85
6,Tolima,TOLIMA,Manufacturas de alta tecnología,2407.58,329.4
6,Tolima,TOLIMA,Manufacturas de baja tecnología,102951.39,18752.86
6,Tolima,TOLIMA,Manufacturas de tecnología media,89311.03,9314.12
6,Tolima,TOLIMA,Otras transacciones,1,2.6
