Mes,Departamento,Departamento_join,Nivel tecnologico,fob_total,kg_total
10,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,13857337.34,110578180.8
10,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,30934965.189999998,151795319.3
10,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,618972.75,40952.1
10,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,4490667.95,3388975.4
10,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,3001532.63,1119344.96
10,Norte de Santander,NORTE DE SANTANDER,Otras transacciones,192,152
10,Quindío,QUINDIO,Bienes primarios,20581138.14,3163587.16
10,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,927212.3099999999,178600.76
10,Quindío,QUINDIO,Manufacturas de baja tecnología,60043.71,16061.550000000001
10,Quindío,QUINDIO,Manufacturas de tecnología media,165746.9,108115
10,Risaralda,RISARALDA,Bienes primarios,29328946.03,8723718.5
10,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,16938733.07,7774755.46
10,Risaralda,RISARALDA,Manufacturas de alta tecnología,11110908.51,1062972.53
10,Risaralda,RISARALDA,Manufacturas de baja tecnología,1935563.29,354150.65
10,Risaralda,RISARALDA,Manufacturas de tecnología media,11617799.82,750036.79
10,Santander,SANTANDER,Bienes primarios,22382899.61,42428375.46
10,Santander,SANTANDER,Manufacturas basadas en recursos naturales,23389942.75,27389089.15
10,Santander,SANTANDER,Manufacturas de alta tecnología,3557.52,0.62
10,Santander,SANTANDER,Manufacturas de baja tecnología,3287867.2,632522.7
10,Santander,SANTANDER,Manufacturas de tecnología media,4595572.27,1453510.85
10,Santander,SANTANDER,Otras transacciones,73,25.220000000000002
10,Sucre,SUCRE,Bienes primarios,56454658.17,146050711
10,Sucre,SUCRE,Manufacturas basadas en recursos naturales,261019.25,1443000
10,Tolima,TOLIMA,Bienes primarios,11062691.89,771757.18
10,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,265461.5,236274.82
10,Tolima,TOLIMA,Manufacturas de alta tecnología,82103.2,3472.08
10,Tolima,TOLIMA,Manufacturas de baja tecnología,111237,9438.59
10,Tolima,TOLIMA,Manufacturas de tecnología media,5680,640
10,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,54242818.53,11204066.58
10,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,73443033.45,69318693.56
10,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,27740895.3,6879421.83
10,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,23865305.48,7280670.149999999
10,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,46931700.47,16597386.57
10,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,221369.59,21928.969999999998
11,Antioquia,ANTIOQUIA,Bienes primarios,325761179.8799999,253242727.37
11,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,34966393.01,13805892.26
11,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,5597374.42,322735.17
11,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,57686376.66,9343261.18
11,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,62280886.28,15973573.07
11,Antioquia,ANTIOQUIA,Otras transacciones,294811252.06,18787.05
11,Arauca,ARAUCA,Manufacturas basadas en recursos naturales,20890.72,33420.41
11,Arauca,ARAUCA,Manufacturas de alta tecnología,1108.85,20.1
11,Arauca,ARAUCA,Manufacturas de baja tecnología,35132.83,63414.37
11,Arauca,ARAUCA,Manufacturas de tecnología media,102850.27,44295.170000000006
11,Atlántico,ATLANTICO,Bienes primarios,5411046.98,2654432.75
11,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,47104388.58,35135862.85
11,Atlántico,ATLANTICO,Manufacturas de alta tecnología,8768637.19,1832163.28
11,Atlántico,ATLANTICO,Manufacturas de baja tecnología,67102223.7900001,12440236.879999999
11,Atlántico,ATLANTICO,Manufacturas de tecnología media,29369517.36,6075411.6
11,Atlántico,ATLANTICO,Otras transacciones,121490.54999999999,21699.81
11,Bogotá,BOGOTA D.C.,Bienes primarios,188976184.6,23515862.69
11,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,82714579.59,73765471.87
11,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,27355913.39,756028.16
11,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,40528688.92,5448602.46
11,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,59156504.43,8750420.1
11,Bogotá,BOGOTA D.C.,Otras transacciones,7336718.6,2120682.72
11,Bolívar,BOLIVAR,Bienes primarios,12346401.290000001,4669300.81
11,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,16709160.35,12982698.09
11,Bolívar,BOLIVAR,Manufacturas de alta tecnología,4559379.64,49079.62
11,Bolívar,BOLIVAR,Manufacturas de baja tecnología,16799962.57,4033032.19
11,Bolívar,BOLIVAR,Manufacturas de tecnología media,118022978.03999999,73151179.3
11,Bolívar,BOLIVAR,Otras transacciones,6536.24,730
11,Boyacá,BOYACA,Bienes primarios,1474112.26,266425.42
11,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,28961744.36,74333022.37
11,Boyacá,BOYACA,Manufacturas de baja tecnología,169116.13,172220.7
11,Boyacá,BOYACA,Manufacturas de tecnología media,17065,429
11,Caldas,CALDAS,Bienes primarios,136804074.08,12906625.05
11,Caldas,CALDAS,Manufacturas basadas en recursos naturales,13015174.55,6602664.38
11,Caldas,CALDAS,Manufacturas de alta tecnología,257409.28,16441.68
11,Caldas,CALDAS,Manufacturas de baja tecnología,3707777.87,929392.95
11,Caldas,CALDAS,Manufacturas de tecnología media,9068234.41,2221468.11
11,Caldas,CALDAS,Otras transacciones,583.43,260.69
11,Caquetá,CAQUETA,Manufacturas de tecnología media,41248.35000000001,8763.2
11,Casanare,CASANARE,Bienes primarios,27264246.979999997,65790291
11,Casanare,CASANARE,Manufacturas de alta tecnología,24671,1146.5
11,Cauca,CAUCA,Bienes primarios,6226775.53,881130
11,Cauca,CAUCA,Manufacturas basadas en recursos naturales,3663011.96,5249489.07
11,Cauca,CAUCA,Manufacturas de alta tecnología,3873.88,167.67
11,Cauca,CAUCA,Manufacturas de baja tecnología,1642665.54,404570.9
11,Cauca,CAUCA,Manufacturas de tecnología media,3439957.37,1772680.55
11,Cauca,CAUCA,Otras transacciones,689.12,58
11,Cesar,CESAR,Bienes primarios,223474342.91,2975629536
11,Cesar,CESAR,Manufacturas basadas en recursos naturales,160065.99,333250
11,Cesar,CESAR,Manufacturas de baja tecnología,6000,4322
11,Cesar,CESAR,Manufacturas de tecnología media,192565.97,405245
11,Chocó,CHOCO,Manufacturas basadas en recursos naturales,337815.64999999997,267711.22
11,Cundinamarca,CUNDINAMARCA,Bienes primarios,110343513.99,70030190.53
11,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,19415850.46,27863534.45
11,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,35356743.02,1830326.64
11,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,14981177.3,3022919.8
11,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,44153794.66,8144050.68
11,Cundinamarca,CUNDINAMARCA,Otras transacciones,616394.3,86821.91
11,Córdoba,CORDOBA,Bienes primarios,10573413.62,54861774.77
11,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,89120.84,24073
11,Córdoba,CORDOBA,Manufacturas de tecnología media,42570867.97,13210878
11,Guainía,GUAINIA,Manufacturas basadas en recursos naturales,4100,560
11,Guainía,GUAINIA,Manufacturas de baja tecnología,6712.6500000000005,850.5
11,Guajira,LA GUAJIRA,Bienes primarios,91259833.28,1062309456.46
11,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,460390.27,278658.58
11,Guajira,LA GUAJIRA,Manufacturas de alta tecnología,61995.55,5200
11,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,291861.36,137315
11,Guajira,LA GUAJIRA,Manufacturas de tecnología media,2622670.42,1859600.34
11,Huila,HUILA,Bienes primarios,169339239.68,19707179.66
11,Huila,HUILA,Manufacturas basadas en recursos naturales,101632,9480
11,Huila,HUILA,Manufacturas de baja tecnología,0.41,509
11,Huila,HUILA,Manufacturas de tecnología media,44962.04,40000
11,Magdalena,MAGDALENA,Bienes primarios,40397660.08,47751270.35
11,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,140270.49,117899.19
11,Magdalena,MAGDALENA,Manufacturas de alta tecnología,4000,97.59
11,Magdalena,MAGDALENA,Manufacturas de baja tecnología,24871.11,1407.3
11,Magdalena,MAGDALENA,Manufacturas de tecnología media,444654.86,354380
11,Meta,META,Bienes primarios,49027631.29,117230744.8
11,Meta,META,Manufacturas de alta tecnología,89300,5341
11,Meta,META,Manufacturas de baja tecnología,11960.54,7635.52
11,Meta,META,Manufacturas de tecnología media,409731.70999999996,486660.63
11,Meta,META,Otras transacciones,0.76,5.76
11,Nariño,NARINO,Bienes primarios,25515037.76,3455052.08
11,Nariño,NARINO,Manufacturas basadas en recursos naturales,161686.06999999998,86201.69
11,Nariño,NARINO,Manufacturas de alta tecnología,8860.27,660
11,Nariño,NARINO,Manufacturas de baja tecnología,88754.14,11662.73
11,Nariño,NARINO,Manufacturas de tecnología media,114415.3,12124.3
11,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,16481831.71,154024363.63
11,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,17387034.669999998,75889078.43
11,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,238448.3,88559.73999999999
11,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,3424557.04,3104336.95
11,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,3092213.53,1515336.0899999999
11,Norte de Santander,NORTE DE SANTANDER,Otras transacciones,3744.5,2097.77
11,Putumayo,PUTUMAYO,Bienes primarios,27540225.78,68470101
11,Quindío,QUINDIO,Bienes primarios,24087251.68,3543700.07
11,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,981852.58,139532.95
11,Quindío,QUINDIO,Manufacturas de baja tecnología,80109.65,25996.3
11,Quindío,QUINDIO,Manufacturas de tecnología media,96684.03,111772
11,Risaralda,RISARALDA,Bienes primarios,29489906.13,6961729.31
11,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,12702180.69,6520417.33
11,Risaralda,RISARALDA,Manufacturas de alta tecnología,13952770.74,1484889.65
11,Risaralda,RISARALDA,Manufacturas de baja tecnología,1068077.18,268086.3
11,Risaralda,RISARALDA,Manufacturas de tecnología media,5742933.37,442177.45
11,Santander,SANTANDER,Bienes primarios,13666707.62,3714306.54
11,Santander,SANTANDER,Manufacturas basadas en recursos naturales,24099423.38,30081155.63
11,Santander,SANTANDER,Manufacturas de alta tecnología,24190.21,156.05999999999997
11,Santander,SANTANDER,Manufacturas de baja tecnología,2430509.64,568089.46
11,Santander,SANTANDER,Manufacturas de tecnología media,1938235.0999999999,250921.18
11,Santander,SANTANDER,Otras transacciones,60,7.23
11,Sucre,SUCRE,Bienes primarios,26966860.05,70521816
11,Tolima,TOLIMA,Bienes primarios,16330532.33,1359562.61
11,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,220459.69999999998,79877.55
11,Tolima,TOLIMA,Manufacturas de baja tecnología,112451,10300.84
11,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,49127928.42,9328494.23
11,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,65744270.97,56892776.27
11,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,24837943.69,5225550.97
11,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,22073089.99,6672998.84
11,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,43026243.27,17047312.07
11,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,182174.2,14709.01
11,Vaupés,VAUPES,Manufacturas basadas en recursos naturales,5432.320000000001,287.3
12,Antioquia,ANTIOQUIA,Bienes primarios,297626045.96999997,200075021.39
12,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,40033389.46,14278105.540000001
12,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,6421839.2,381172.61
12,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,62445026.33,10261795.74
12,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,74403439.91,19512050.12
12,Antioquia,ANTIOQUIA,Otras transacciones,640968780.3100001,20987.82
12,Arauca,ARAUCA,Manufacturas basadas en recursos naturales,701.58,250
12,Arauca,ARAUCA,Manufacturas de baja tecnología,87621.30000000002,84022
12,Arauca,ARAUCA,Manufacturas de tecnología media,28927.18,57846
12,Atlántico,ATLANTICO,Bienes primarios,7008760.98,11944302.62
12,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,32543647.02,13572350.35
12,Atlántico,ATLANTICO,Manufacturas de alta tecnología,11197827.36,2119703.56
12,Atlántico,ATLANTICO,Manufacturas de baja tecnología,83520314.35,13642718.55
12,Atlántico,ATLANTICO,Manufacturas de tecnología media,16544766.45,5628471.23
12,Atlántico,ATLANTICO,Otras transacciones,2569.39,304.45
12,Bogotá,BOGOTA D.C.,Bienes primarios,303768890.05,109328775.58
12,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,91632994.05,83529751.71
12,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,33532181.97,817004.15
12,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,51810412.33,7360993.23
12,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,73070650.61,15396234.5
12,Bogotá,BOGOTA D.C.,Otras transacciones,14898711.5,1153842.53
12,Bolívar,BOLIVAR,Bienes primarios,13961567.37,7183418.15
12,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,15088652.6,13552119.32
12,Bolívar,BOLIVAR,Manufacturas de alta tecnología,607995.03,20420.16
12,Bolívar,BOLIVAR,Manufacturas de baja tecnología,16915030.25,4002834.95
12,Bolívar,BOLIVAR,Manufacturas de tecnología media,145968638.11,69456905.55
12,Bolívar,BOLIVAR,Otras transacciones,347773.9300000001,5935.55
12,Boyacá,BOYACA,Bienes primarios,1805458.56,331612.13
12,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,13328268.41,53557796.45
12,Boyacá,BOYACA,Manufacturas de alta tecnología,16078.57,840.8
12,Boyacá,BOYACA,Manufacturas de baja tecnología,81382.37999999999,22786.31
12,Boyacá,BOYACA,Manufacturas de tecnología media,4334.52,321.59
12,Caldas,CALDAS,Bienes primarios,54911324.89,6537946.85
12,Caldas,CALDAS,Manufacturas basadas en recursos naturales,17134313.69,7359670.7
12,Caldas,CALDAS,Manufacturas de alta tecnología,835767.91,33212.62
12,Caldas,CALDAS,Manufacturas de baja tecnología,3954402.81,1004231.73
12,Caldas,CALDAS,Manufacturas de tecnología media,10474615.41,2740183.91
12,Caldas,CALDAS,Otras transacciones,16477.39,488.65000000000003
12,Casanare,CASANARE,Bienes primarios,68534696.46,170416683
12,Cauca,CAUCA,Bienes primarios,3780460.87,795097.44
12,Cauca,CAUCA,Manufacturas basadas en recursos naturales,11479099.65,18038637.88
12,Cauca,CAUCA,Manufacturas de alta tecnología,259.59,50.36
12,Cauca,CAUCA,Manufacturas de baja tecnología,1755666.19,497958.97
12,Cauca,CAUCA,Manufacturas de tecnología media,4274512.18,2300756.58
12,Cesar,CESAR,Bienes primarios,169594420.44,2240607968
12,Cesar,CESAR,Manufacturas basadas en recursos naturales,281748.13,382968
12,Cesar,CESAR,Manufacturas de tecnología media,171350,519800
12,Chocó,CHOCO,Manufacturas basadas en recursos naturales,562847.64,1352479.98
12,Cundinamarca,CUNDINAMARCA,Bienes primarios,108320364.46,157551331.47
12,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,24555590.87,56264764.62
12,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,12398828.83,549632.79
12,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,16968921.77,3671339.42
12,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,47810846.82,8224898.2299999995
12,Cundinamarca,CUNDINAMARCA,Otras transacciones,436241.51,74691.81999999999
12,Córdoba,CORDOBA,Bienes primarios,7633097.23,1663060.69
12,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,728961.16,964409.2
12,Córdoba,CORDOBA,Manufacturas de alta tecnología,579.51,5
12,Córdoba,CORDOBA,Manufacturas de baja tecnología,1035.8,134.6
12,Córdoba,CORDOBA,Manufacturas de tecnología media,45028101.32,14530721
12,Guainía,GUAINIA,Manufacturas de baja tecnología,1218.24,341.55
12,Guajira,LA GUAJIRA,Bienes primarios,211161411.71,2933758685
12,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,492215.5,236515.08000000002
12,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,114528.07,54705
12,Guajira,LA GUAJIRA,Manufacturas de tecnología media,2531510.12,1487946.68
12,Huila,HUILA,Bienes primarios,159500323.21,18597979.77
12,Huila,HUILA,Manufacturas basadas en recursos naturales,33636.6,21424
12,Magdalena,MAGDALENA,Bienes primarios,36890161.11,55882506.47
12,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,567528.15,279425.81
12,Magdalena,MAGDALENA,Manufacturas de alta tecnología,20696.45,239.95
12,Magdalena,MAGDALENA,Manufacturas de baja tecnología,60683.74,3663.92
12,Magdalena,MAGDALENA,Manufacturas de tecnología media,483339.63,490024
12,Magdalena,MAGDALENA,Otras transacciones,302368.3,2.32
12,Meta,META,Bienes primarios,62275284.55,158813696
12,Meta,META,Manufacturas de alta tecnología,15376,1690.58
12,Meta,META,Manufacturas de baja tecnología,17861.79,11829
12,Meta,META,Manufacturas de tecnología media,357021.05,478856.23
12,Nariño,NARINO,Bienes primarios,15438217.77,1624703.88
12,Nariño,NARINO,Manufacturas basadas en recursos naturales,165070.02,83254.62
12,Nariño,NARINO,Manufacturas de alta tecnología,55265.38,973.74
12,Nariño,NARINO,Manufacturas de baja tecnología,61835.55,2259.82
12,Nariño,NARINO,Manufacturas de tecnología media,58458.87,3777.47
12,Nariño,NARINO,Otras transacciones,16232.65,534.3
12,Norte de Santander,NORTE DE SANTANDER,Bienes primarios,23253649.15,204234995.93
12,Norte de Santander,NORTE DE SANTANDER,Manufacturas basadas en recursos naturales,19518522.81,90367350.18
12,Norte de Santander,NORTE DE SANTANDER,Manufacturas de alta tecnología,530442.37,39533.06
12,Norte de Santander,NORTE DE SANTANDER,Manufacturas de baja tecnología,3561366.93,2227491.34
12,Norte de Santander,NORTE DE SANTANDER,Manufacturas de tecnología media,4254992.43,1636215.26
12,Norte de Santander,NORTE DE SANTANDER,Otras transacciones,3957,665.5
12,Putumayo,PUTUMAYO,Bienes primarios,254736.56,25000
12,Quindío,QUINDIO,Bienes primarios,15492920.209999999,2587360.47
12,Quindío,QUINDIO,Manufacturas basadas en recursos naturales,937154.24,145585.59
12,Quindío,QUINDIO,Manufacturas de baja tecnología,115542.69,20154.32
12,Quindío,QUINDIO,Manufacturas de tecnología media,212124.24,119874
12,Quindío,QUINDIO,Otras transacciones,82.5,25.4
12,Risaralda,RISARALDA,Bienes primarios,18366367.04,5054883.06
12,Risaralda,RISARALDA,Manufacturas basadas en recursos naturales,17060903.41,8849776.47
12,Risaralda,RISARALDA,Manufacturas de alta tecnología,16775442.4,1118333.59
12,Risaralda,RISARALDA,Manufacturas de baja tecnología,1624473.02,268629.57
12,Risaralda,RISARALDA,Manufacturas de tecnología media,10120869.31,644877.08
12,Risaralda,RISARALDA,Otras transacciones,105291.65,5614.4000000000005
12,Santander,SANTANDER,Bienes primarios,19135905.62,33927902.55
12,Santander,SANTANDER,Manufacturas basadas en recursos naturales,23306680.92,31912398.139999997
12,Santander,SANTANDER,Manufacturas de alta tecnología,127485.54000000001,838.17
12,Santander,SANTANDER,Manufacturas de baja tecnología,3069261.93,628656.1900000001
12,Santander,SANTANDER,Manufacturas de tecnología media,3240454.34,1290988.08
12,Sucre,SUCRE,Bienes primarios,28934749.96,78643747
12,Sucre,SUCRE,Manufacturas basadas en recursos naturales,143562.45,57777
12,Tolima,TOLIMA,Bienes primarios,7806512.61,494509.24
12,Tolima,TOLIMA,Manufacturas basadas en recursos naturales,187565.67,67435.8
12,Tolima,TOLIMA,Manufacturas de baja tecnología,59427.3,4751.51
12,Tolima,TOLIMA,Manufacturas de tecnología media,37198,2104
12,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,41552991.3,8641238.73
12,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,84557163.47,87303881
12,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,26823279.88,4525532.81
12,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,20313468.58,5205974.28
12,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,59511819.61,20686482.27
12,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,8520409.4,20156.74
